CURRENT_TAXONOMIC_NAME,Ecoregion,meanLat,Realm,TrophicGrp,TrophicGrp,Lmax,meanN
Plagiotremus tapeinosoma,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Cleaner,Benthic carnivore,14,3.777777778
Plectroglyphidodon flaviventris,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,7,1
Plectroglyphidodon imparipennis,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,6,4.166666667
Plectroglyphidodon johnstonianus,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,14,3.85
Pseudocheilinus octotaenia,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,14,1.222222222
Pseudocheilinus tetrataenia,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,7.5,7.4375
Pseudojuloides atavai,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,13,2.5
Rhinecanthus rectangulus,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1
Sargocentron caudimaculatum,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,25,1.5
Sargocentron diadema,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,17,6
Sargocentron punctatissimum,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,23,16.75
Sargocentron spiniferum,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,51,1
Sargocentron tiere,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,33,1
Sebastapistes tinkhami,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,8,8.111111111
Stethojulis bandanensis,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,15,1
Sufflamen bursa,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,25,2.722222222
Thalassoma lutescens,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,30,3.904761905
Thalassoma purpureum,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,46,8.5
Zanclus cornutus,Rapa-Pitcairn,-24.45928262,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,23,3
Boops boops,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,36,78.07692308
Centrolabrus exoletus,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,18,1.846153846
Coris julis,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,30,16.24324324
Ctenolabrus rupestris,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,18,2.090909091
Diplodus cervinus,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,44,1
Diplodus sargus,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,44,2.275862069
Diplodus vulgaris,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,45,4.244897959
Gobius cruentatus,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,18,1
Gobius niger,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,18,1.333333333
Labrus bergylta,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,65.9,1.3
Labrus merula,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,45,1
Lepadogaster candolii,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,,2
Mullus surmuletus,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,40,2.25
Muraena helena,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,150,1
Pagellus acarne,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,36,2
Pagellus erythrinus,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,60,1
Pagrus auriga,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,80,1
Pagrus pagrus,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,91,1
Serranus cabrilla,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,40,1.823529412
Serranus scriba,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,36,1.545454545
Spondyliosoma cantharus,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,60,3.2
Symphodus mediterraneus,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,18,1.944444444
Symphodus melanocercus,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,14,2.75
Symphodus ocellatus,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,12,2.666666667
Symphodus roissali,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,17,3.315789474
Symphodus rostratus,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,13,1
Symphodus tinca,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,44,2.62962963
Thorogobius ephippiatus,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,13,1
Tripterygion delaisi,Saharan Upwelling,36.00340517,Temperate Northern Atlantic,Benthic invertivore,Benthic carnivore,8.9,4.357142857
Amblyeleotris katherine,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,5.6,1
Anampses caeruleopunctatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,42,1
Anampses twistii,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,18,1.6875
Apogon apogonoides,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,10,1.333333333
Apolemichthys trimaculatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,26,1
Arothron meleagris,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,50,1
Balistapus undulatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1.48
Bodianus axillaris,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,20,1.222222222
Bodianus loxozonus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,47,1
Cantherhines dumerilii,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,38,1
Cantherhines pardalis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,25,1
Caracanthus maculatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,5,3.5
Chaetodon auriga,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,23,3.28
Chaetodon citrinellus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,13,2.382978723
Chaetodon ephippium,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,30,1.384615385
Chaetodon lineolatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,30,1.5
Chaetodon lunula,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,20,1.68
Chaetodon ornatissimus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,20,2
Chaetodon pelewensis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,12.5,2.594594595
Chaetodon quadrimaculatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,16,2.368421053
Chaetodon reticulatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,18,2.0625
Chaetodon semeion,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,26,1
Chaetodon trifascialis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,18,1
Chaetodon trifasciatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,15,1.923076923
Chaetodon unimaculatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,20,1.833333333
Chaetodon vagabundus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,23,2.296296296
Cheilinus fasciatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,40,1
Cheilinus trilobatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,45,1.2
Cheilinus undulatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,229,1.5
Cirrhilabrus punctatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,13,10.68181818
Coris gaimard,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,40,1.1
Corythoichthys conspicillatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,25,1
Corythoichthys intestinalis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,16,1.4
Ctenogobiops pomastictus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,8,3.368421053
Epibulus insidiator,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,54,1
Eviota guttata,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,2.5,1.5
Eviota sebreei,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,2.5,4.5
Forcipiger flavissimus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,22,2.222222222
Gnathodentex aureolineatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,30,11.28571429
Gomphosus varius,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1.802469136
Gymnothorax javanicus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,300,1
Halichoeres hortulanus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,27,1.557692308
Halichoeres margaritaceus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,12.5,3.166666667
Halichoeres marginatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,18,1.052631579
Halichoeres ornatissimus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,18,3.578947368
Halichoeres prosopeion,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,13,1.863636364
Halichoeres trimaculatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,27,6.269230769
Helcogramma striatum,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,4.3,2.5
Hemigymnus fasciatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,80,1
Hemigymnus melapterus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,90,1
Heniochus chrysostomus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,18,1
Heniochus monoceros,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,24,2
Heniochus singularius,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,30,2
Heniochus varius,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,19,1.666666667
Hologymnosus doliatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,50,1
Labrichthys unilineatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,17.5,1.636363636
Labroides bicolor,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Cleaner,Benthic carnivore,15,1.05
Labroides dimidiatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Cleaner,Benthic carnivore,14,1.337209302
Labroides rubrolabiatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Cleaner,Benthic carnivore,9,1.4
Labropsis xanthonota,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,13,1.2
Lutjanus kasmira,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,40,15.61538462
Macolor niger,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,75,1.25
Macropharyngodon meleagris,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,15,5.5625
Malacanthus brevirostris,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,32,1
Meiacanthus atrodorsalis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,11,7.230769231
Melichthys vidua,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,40,4.274509804
Monotaxis grandoculis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,60,3.516129032
Mulloidichthys flavolineatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,43,1.5
Mulloidichthys vanicolensis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,38,10.5
Neoniphon opercularis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,35,1
Neoniphon sammara,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,32,3.583333333
Novaculichthys taeniourus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1
Ostracion cubicus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,45,1
Ostracion meleagris,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,25,1.333333333
Oxycheilinus digrammus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,40,1
Oxycheilinus unifasciatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,46,1.189189189
Oxymonacanthus longirostris,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Corallivore,Benthic carnivore,12,2.2
Paracirrhites arcatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,20,5.328125
Paracirrhites hemistictus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,29,1
Parapercis millepunctata,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,18,1.2
Parupeneus barberinus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,60,1
Parupeneus crassilabris,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,35,1
Parupeneus indicus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,45,1
Parupeneus insularis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1
Parupeneus multifasciatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,35,1.384615385
Parupeneus pleurostigma,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,33,1
Pempheris oualensis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,20,2.571428571
Pempheris vanicolensis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,20,1
Plagiotremus rhinorhynchos,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Cleaner,Benthic carnivore,12,1
Plagiotremus tapeinosoma,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Cleaner,Benthic carnivore,14,1
Plectorhinchus vittatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,72,2
Plectroglyphidodon dickii,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,11,6.575
Plectroglyphidodon johnstonianus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,14,2.2
Pristiapogon fraenatus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,10,1.5
Pseudocheilinus evanidus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,8,3.588235294
Pseudocheilinus hexataenia,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,10,1.633333333
Pseudocheilinus octotaenia,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,14,1
Pseudocheilinus tetrataenia,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,7.5,1.5
Pseudodax moluccanus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1
Pygoplites diacanthus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,25,2.242424242
Rhinecanthus rectangulus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1
Sargocentron caudimaculatum,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,25,2
Sargocentron microstoma,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,20,4.4
Sargocentron spiniferum,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,51,1
Sargocentron tiere,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,33,1.571428571
Stethojulis bandanensis,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,15,1.631578947
Stethojulis trilineata,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,15,1
Sufflamen bursa,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,25,1.266666667
Sufflamen chrysopterum,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1.181818182
Sufflamen fraenatum,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,38,1.214285714
Thalassoma hardwicke,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,20,3.134146341
Thalassoma lunare,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,25,1
Thalassoma lutescens,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1.552631579
Thalassoma purpureum,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,46,1
Valenciennea strigata,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,18,2.1
Zanclus cornutus,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,23,2.419354839
Zoramia leptacantha,Samoa Islands,-14.63000075,Eastern Indo-Pacific,Benthic invertivore,Benthic carnivore,6,15
Furcina osimae,Sea of Japan/East Sea,40.90377677,Temperate Northern Pacific,Benthic invertivore,Benthic carnivore,8,1
Hexagrammos agrammus,Sea of Japan/East Sea,40.90377677,Temperate Northern Pacific,Benthic invertivore,Benthic carnivore,30,1
Hexagrammos otakii,Sea of Japan/East Sea,40.90377677,Temperate Northern Pacific,Benthic invertivore,Benthic carnivore,57,1.2
Neoditrema ransonnetii,Sea of Japan/East Sea,40.90377677,Temperate Northern Pacific,Benthic invertivore,Benthic carnivore,13,140
Opisthocentrus ocellatus,Sea of Japan/East Sea,40.90377677,Temperate Northern Pacific,Benthic invertivore,Benthic carnivore,20,187
Opisthocentrus tenuis,Sea of Japan/East Sea,40.90377677,Temperate Northern Pacific,Benthic invertivore,Benthic carnivore,15,193.6666667
Opisthocentrus zonope,Sea of Japan/East Sea,40.90377677,Temperate Northern Pacific,Benthic invertivore,Benthic carnivore,12,1
Pholidapus dybowskii,Sea of Japan/East Sea,40.90377677,Temperate Northern Pacific,Benthic invertivore,Benthic carnivore,46,1
Pterogobius zacalles,Sea of Japan/East Sea,40.90377677,Temperate Northern Pacific,Benthic invertivore,Benthic carnivore,9,1.285714286
Sebastes inermis,Sea of Japan/East Sea,40.90377677,Temperate Northern Pacific,Benthic invertivore,Benthic carnivore,35,3.142857143
Tridentiger trigonocephalus,Sea of Japan/East Sea,40.90377677,Temperate Northern Pacific,Benthic invertivore,Benthic carnivore,11,1
Zoarchias veneficus,Sea of Japan/East Sea,40.90377677,Temperate Northern Pacific,Benthic invertivore,Benthic carnivore,7,1
Aeoliscus strigatus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,15,18
Anampses lineatus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,13,1
Anampses meleagrides,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,22,1.578947368
Apolemichthys trimaculatus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,26,1.142857143
Balistapus undulatus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1
Bodianus axillaris,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,20,1.272727273
Bodianus diana,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,20,1
Cantherhines pardalis,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,25,1
Caracanthus madagascariensis,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,5,1
Chaetodon auriga,Seychelles,-4.617597202,Western Indo-Pacific,Corallivore,Benthic carnivore,23,1.285714286
Chaetodon guttatissimus,Seychelles,-4.617597202,Western Indo-Pacific,Corallivore,Benthic carnivore,12,2.166666667
Chaetodon kleinii,Seychelles,-4.617597202,Western Indo-Pacific,Corallivore,Benthic carnivore,15,1.6
Chaetodon lunula,Seychelles,-4.617597202,Western Indo-Pacific,Corallivore,Benthic carnivore,20,1.5
Chaetodon madagaskariensis,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,13,1.333333333
Chaetodon meyeri,Seychelles,-4.617597202,Western Indo-Pacific,Corallivore,Benthic carnivore,20,1
Chaetodon trifascialis,Seychelles,-4.617597202,Western Indo-Pacific,Corallivore,Benthic carnivore,18,1.6
Chaetodon trifasciatus,Seychelles,-4.617597202,Western Indo-Pacific,Corallivore,Benthic carnivore,15,2.291666667
Chaetodon xanthocephalus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,20,1.5
Chaetodon zanzibarensis,Seychelles,-4.617597202,Western Indo-Pacific,Corallivore,Benthic carnivore,12,1.517241379
Cheilinus chlorourus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,45,1.375
Cheilinus fasciatus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,40,1
Cheilinus oxycephalus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,17,1
Cheilinus trilobatus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,45,1
Cheilio inermis,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,50,1
Cirrhilabrus exquisitus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,12,1.166666667
Cirrhitichthys oxycephalus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,10,1.625
Coris caudimacula,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,20,1
Coris formosa,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,60,1
Ctenogobiops maculosus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,4.4,1
Dendrochirus zebra,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,25,1
Diagramma labiosum,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,90,1.5
Diodon hystrix,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,91,1
Diodon liturosus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,65,1
Epibulus insidiator,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,54,1
Epinephelus fasciatus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,40,1
Eviota guttata,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,2.5,9.272727273
Eviota sebreei,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,2.5,32.53846154
Eviota sigillata,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,3,20.25
Gobiodon citrinus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,6.6,15.85294118
Gomphosus caeruleus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,30,1.787234043
Gymnomuraena zebra,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,150,1
Gymnothorax griseus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,65,1
Gymnothorax javanicus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,300,1
Halichoeres hortulanus,Seychelles,-4.617597202,Western Indo-Pacific,Benthic invertivore,Benthic carnivore,27,1.814814815
