Continent,Species Distribution,Order,FAMILY,Genus,Species,synonyms,Common,LogMass (g),Combined.Mass (g),Mass Reference,Mass Status,Status ,"Time of extinction (LP 125-75; EP 30-50; TP 15-10; Holocene 10-1; historical <1+EW; future = CR,EN,VU; future2 = that plus NT)",Last Occurance (kybp),IUCN Redlist status,Year Assessed,trophic,trophic ref,habitat mode,MOMv5 vs. MSW3,LAB.COMMENTS.2016,Taxonomy Ref,TO.DO
NA,Guerrero (Mexico) to New Mexico_ Arizo _ Calfornia (USA) and Baja California (Mexico),Chiroptera,Molossidae,Nyctinomops,femorosaccus, , ,1.165,14.625,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,Tamaulipas and Ja_isco (Mexico) to NW Peru_ N Argenti  and Brazil_ Trinidad_ cuba,Chiroptera,Molossidae,Nyctinomops,laticaudatus, , ,1.087,12.22,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,SW British Columbia and Iowa (USA) to Peru_ N Argenti  and Uruguay_ Cuba_ Jamaica_ Hispanila,Chiroptera,Molossidae,Nyctinomops,macrotis, , ,1.265,18.4,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,Jalisco and Yucatan (Mexico) to Peru_ N Argti  and Suri m_ Trinidad,Chiroptera,Molossidae,Promops,centralis, , ,1.421,26.37,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,S Brazil_ Argenti  and Chile to oregon_ s Nebraska and Ohio (USA)_ Greater and Lesser Antilles,Chiroptera,Molossidae,Tadarida,brasiliensis, , ,1.097,12.49,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,S Texas_ S arizo  (USA) and Baja California (Mexico) to NW Peru and N Venezuela_ aruba_ Curacao and Bo ire (netherlands Antilles)_ Trinidad_ margarita isl (Venezuela),Chiroptera,Mormoopidae,Mormoops,megalophylla, , ,1.203,15.95,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,NW Peru and N Venezuela to S Baja California_ S Sonora and Nuevo Leon (Mexico)_ Trinidad_ S Lesser antilles,Chiroptera,Mormoopidae,Pteronotus,davyi, , ,0.964,9.21,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,S Veracruz (Mexico) to Peru_ NE Brazil and Guya ,Chiroptera,Mormoopidae,Pteronotus,gymnonotus, , ,1.159,14.425,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,Peru_ Brazil_ Guia s and Venezuela to S Sonora and S Tamaulipas (Mexico)_ Cuba_ Jamaica_ Puerto Rico_ Hispaniola_ Trindidad and Tobago_ Margarita Isl (venezuela)_ La Go ve Is (Haiti),Chiroptera,Mormoopidae,Pteronotus,parnellii, , ,1.294,19.67,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,Colombia_ Peru_ brazil and Suri m to S Sonora and S Tamaulipas (Mexico)_ Trinidad,Chiroptera,Mormoopidae,Pteronotus,personatus, , ,0.94,8.708,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,S Baja California_ nuevo leon and Sonora (mexico) to Brazil_ Lesser antilles_ Hispaniola_ Jamaica_ Cuba (subfossil),Chiroptera,Natalidae, Natalus,stramineus, , Mexican Funnel-eared Bat,0.739,5.484,153,,extant,, ,LC,2008,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,S Mexico to Guia s_ E Brazil_ N Argenti  and Peru,Chiroptera,Noctilionidae,Noctilio,albiventris, , ,1.489,30.848,153,,extant,, , , ,piscivore,t2,volant,Unchanged taxonomy.,,,
NA,si loa (Mexico) to Guia s_ s Brazil_ N Argenti _ and Peru_ Trinidad_ Greater and Lesser Antilles_ s Bahamas,Chiroptera,Noctilionidae,Noctilio,leporinus, , ,1.78,60.26,153,,extant,, , , ,piscivore,t2,volant,Unchanged taxonomy.,,,
NA,Amazonian Brazil_ Guia s_ Pa ma_ Venezuela_ Trinidad_ Bo ire Isl (Netherlands Antilles),Chiroptera,Phyllostomidae,Ametrida,centurio, , ,1.014,10.33,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Costa Rica_ Pa ma_ Venezuela_ Colombia_ Ecuador_ Peru_ Bolivia,Chiroptera,Phyllostomidae,Anoura,cultrata, , ,1.227,16.85,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Peru_ Bolivia_ SE Brazil_ French Guia  and Ecuador to Tamaulipas and Si loa (Mexico)_ Trinidad_ Gre da (Lesser Antilles),Chiroptera,Phyllostomidae,Anoura,geoffroyi, , ,1.167,14.7,153,,extant,, , , ,Frug/ginsect,t2,volant,Unchanged taxonomy.,,,
NA,W Pa ma_ Costa Rica_ Honduras_ Guatemale_ Chiapas_ Oaxaca to Nuevo Leon and Si loa (Mexico),Chiroptera,Phyllostomidae,Artibeus,aztecus, , ,1.309,20.38,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,S Mexico to Bolivia and S brazil_ Trinidad and Tobago_ gre da (Lesser Antilles),Chiroptera,Phyllostomidae,Artibeus,glaucus, , ,1.044,11.06,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,W Mexico,Chiroptera,Phyllostomidae,Artibeus,hirsutus, , ,1.588,38.725,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,El Salvador_ Honduras_ Nicaragua,Chiroptera,Phyllostomidae,Artibeus,inopinatus, , ,1.467,29.3,254,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Si loa and Tamaulipas (Mexico) to Ecuador and Venezuela_ Trinidad and Tobago_ Greater and Lasser Antilles_ Amazonian Brazil (only if obscurus r planirostris is included in this species). Perhaps Florida keys as well,Chiroptera,Phyllostomidae,Artibeus,jamaicensis, , ,1.625,42.17,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Si loa and Tamaulipas (Mexico) to s Brazil_ N argenti  and Bolivia_ Trinidad and Tobago_ s lesser Antilles_ Tres Marias Isls,Chiroptera,Phyllostomidae,Artibeus,lituratus, , ,1.781,60.33,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Veracruz and Si loa (Mexico) to Ecuador and Guya ,Chiroptera,Phyllostomidae,Artibeus,phaeotis, , ,1.064,11.588,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Pa ma to Nuevo Leon and Si loa (Mexico),Chiroptera,Phyllostomidae,Artibeus,toltecus, , ,1.188,15.4,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,San Luis Potosi (Mexico) to Peru_ Bolivia and E Brazil,Chiroptera,Phyllostomidae,Carollia,brevicauda, , ,1.158,14.4,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Honduras to Peru_ Bolivia_ W Brazil and Venezuela,Chiroptera,Phyllostomidae,Carollia,castanea, , ,1.123,13.267,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Oaxaca_ veracruz and Yucatan Peninsula (Mexico) to Peru_ Bolivia_ Paraguay_ SE Brazil and Guia s_ Trinidad and Tobago_ Gre da (lesser Antilles)_ perhaps Jamaica_ N Lesser Antilles,Chiroptera,Phyllostomidae,Carollia,perspicillata, , ,1.276,18.89,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Jalisco (Mexico) to NW Nicaragua_ Guya ,Chiroptera,Phyllostomidae,Carollia,subrufa, , ,1.193,15.59,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Venezuela to Tamaulipas and Si loa (Mexico)_ Trinidad and Tabago,Chiroptera,Phyllostomidae,Centurio,senex, , ,1.329,21.33,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Bolivia and Venezuela to Hidalgo and Chihuahua (Mexico),Chiroptera,Phyllostomidae,Chiroderma,salvini, , ,1.407,25.517,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,pa ma to Amazonia Brazil_ Bolivia and Peru_ Trindad,Chiroptera,Phyllostomidae,Chiroderma,trinitatum, , ,1.136,13.68,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Hida_go (mexico) to S brazil_ Bolivia and Peru_ Trinidad and Tobago,Chiroptera,Phyllostomidae,Chiroderma,villosum, , ,1.364,23.12,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Si loa (Mexico) to Columbia_ Venezuela_ Guya  and Suri m,Chiroptera,Phyllostomidae,Choeroniscus,godmani, , ,0.898,7.9,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Hondurus and El Salvador to S California_ Nevada_ Arizo  and New Mexico_ a single record from S Texas_ erhaps Venezuela,Chiroptera,Phyllostomidae,Choeronycteris,mexica , , ,1.22,16.6,153,,extant,, , , ,frug/Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,Veracruz (Mexico) to the Gui  s_ S Brazil and N Argenti ,Chiroptera,Phyllostomidae,Chrotopterus,auritus, , ,1.891,77.863,153,,extant,, , , ,Ginsect/frug/carn,t2,volant,Unchanged taxonomy.,,,
NA,Uruguay_ N Argentia and N Chile to sonora_ Nuevo Leon and Tamaulipas (Mexico)_ Margarita Isl (Venezuela)_ Trinidad,Chiroptera,Phyllostomidae,Desmodus,rotundus, , ,1.521,33.21,153,,extant,, , , ,Carn,t2,volant,Unchanged taxonomy.,,,
NA,Tamaulipas (Mexico) to N Argenti  and E Brazil_ Trinidad_ Margarita Isl (Venezuela),Chiroptera,Phyllostomidae,Diaemus,youngi, , ,1.557,36.056,153,,extant,, , , ,Carn,t2,volant,Unchanged taxonomy.,,,
NA,S Texas (USA) to Venezuela_ Peru_ Bolivia and E Brazil,Chiroptera,Phyllostomidae,Diphylla,ecaudata, , ,1.467,29.3,153,,extant,, , , ,Carn,t2,volant,Unchanged taxonomy.,,,
NA,Honduras to W Pa ma_ also a record from W Colombia,Chiroptera,Phyllostomidae,Ectophylla,alba, , ,0.76,5.755,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Bolivia and Venezuela to Jalisco and Tamaulipas (Mexico)_ Arizo  (USA)_ trinidad,Chiroptera,Phyllostomidae,Enchisthenes,hartii, , ,1.203,15.96,153,,extant,, , , ,Frug,t2,volant,Genus level change. Taxonomy possibilities are: CHIROPTERA Phyllostomidae Enchisthenes hartii,synonym; Artibeus is now Enchisthenes,IUCN redlist,
NA,Si loa (Mexico) to Pa ma_ SE Colombia_ E Ecuador_ E Peru_ NW Brazil,Chiroptera,Phyllostomidae,Glossophaga,commissarisi, , ,0.949,8.9,153,,extant,, , , ,Frug/ginsect,t2,volant,Unchanged taxonomy.,,,
NA,Coasta Rica to Guerrero_ Morelos and Tlaxcala (Mexico)_ Colima and Jalisco (Mexico),Chiroptera,Phyllostomidae,Glossophaga,leachii, , ,1.004,10.1,153,,extant,, , , ,Frug/ginsect,t2,volant,Unchanged taxonomy.,,,
NA,Chiapas to Tlaxcala (Mexico),Chiroptera,Phyllostomidae,Glossophaga,morenoi, , ,0.924,8.4,153,,extant,, , , ,Frug/ginsect,t2,volant,Unchanged taxonomy.,,,
NA,Tamaulipas_ Sonora and Tres Marias Isls (Mexico) to Guia s_ SE Brazil_ N Argenti  and Peru_ Margarita Isl (Venezuela)_ Trinidad_ Gre da (Lesser Antilles)_ Jamaica_ perhaps Bahama Isls,Chiroptera,Phyllostomidae,Glossophaga,soricina, , ,1.002,10.04,153,,extant,, , , ,Frug/ginsect,t2,volant,Unchanged taxonomy.,,,
NA,Coasta Rica to Peru and French Gui  ,Chiroptera,Phyllostomidae,Glyphonycteris,daviesi, , ,1.262,18.3,153,,extant,, , , ,ginsect/frug,t2,volant,Genus level change. Taxonomy possibilities are: CHIROPTERA Phyllostomidae Glyphonycteris daviesi,synonym; Micronycteris is now Glyphonycteris,IUCN redlist,
NA,Peru and SE Brazil to  yarit and Veracruz (Mexico)_ Trinidad,Chiroptera,Phyllostomidae,Glyphonycteris,sylvestris, , ,0.944,8.8,153,,extant,, , , ,ginsect/frug,t2,volant,Genus level change. Taxonomy possibilities are: RODENTIA Muridae Pogonomys sylvestris or CHIROPTERA Phyllostomidae Glyphonycteris sylvestris,"synonym; was Micronycteris, now is Glyphonycteris",MSW3,
NA,W Pa ma to  yarit and Veracruz (mexico),Chiroptera,Phyllostomidae,Hylonycteris,underwoodi, , ,0.823,6.65,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Oaxaca (Mexico) to French Guia  and Brazil_ Trindad,Chiroptera,Phyllostomidae,Lampronycteris,brachyotis, , ,1.021,10.5,153,,extant,, , , ,ginsect/frug,t2,volant,"Genus level change. Taxonomy possibilities are: DIPROTODONTIA Macropodidae Petrogale brachyotis, CHIROPTERA Pteropodidae Cynopterus brachyotis, CHIROPTERA Phyllostomidae Lampronycteris brachyotis",synonym; Micronycteris is now Lampronycteris,IUCN redlist,
NA,Curacao_ Bo ire and Aruba (Netherlands Antilles)_ NE Colombia_ N Venezuela (inc. Margarita Isl)_ El Salvador to Arizo  and New Mexico (USA),Chiroptera,Phyllostomidae,Leptonycteris,curasoae, , ,1.37,23.418,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,SE Arizo  and W Texas (USA) to S Mexico_ perhaps Guatemala,Chiroptera,Phyllostomidae,Leptonycteris,nivalis, , ,1.409,25.64,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Guatemala and Belize to Boliva and Amazonian Brazil,Chiroptera,Phyllostomidae,Lichonycteris,obscura, , ,0.748,5.6,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,E Pa ma_ Colombia_ Venezuela_ Guia s_ Amazonian Peru and Brazil,Chiroptera,Phyllostomidae,Lionycteris,spurrelli, , ,0.923,8.383,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Costa Rica to Ecuador_ E brazil_ perhaps Peru and Bolivia,Chiroptera,Phyllostomidae,Lonchophylla,mordax, , ,1.029,10.7,153,,extant,, , , ,ginsect/frug,t2,volant,Unchanged taxonomy.,,,
NA,Nicaragua to Venezuela and Ecuador,Chiroptera,Phyllostomidae,Lonchophylla,robusta, , ,1.114,13,153,,extant,, , , ,ginsect/frug,t2,volant,Unchanged taxonomy.,,,
NA,Oxaca (Mexico) to SE Brazil_ Peru and Ecuador_ Trindad_ perhaps New Providence Isl (Bahama Isls),Chiroptera,Phyllostomidae,Lonchorhi ,aurita, , ,1.196,15.7,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,Veracruz (Mexico) to Bolivia_ NE Brazil and Trinidad,Chiroptera,Phyllostomidae,Lophostoma,brasiliense, , ,0.972,9.38,153,,extant,, , , ,Ainsect,t2,volant,Genus level change. Taxonomy possibilities are: CHIROPTERA Phyllostomidae Lophostoma brasiliense,genus split from To tia to Lophostoma,IUCN redlist,
NA,S Mexico_ belize_ Guatemale_ Honduras,Chiroptera,Phyllostomidae,Lophostoma,evotis, , ,1.297,19.8,153,,extant,, , , ,Ainsect,t2,volant,"Genus level change. Taxonomy possibilities are: SORICOMORPHA Soricidae Notiosorex evotis, CHIROPTERA Phyllostomidae Lophostoma evotis, CHIROPTERA Vespertilionidae Myotis evotis","synonym; was To tia, now is Lophostoma",MSW3,
NA,Tabasco (Mexico) to Peru_ Boliva_ SE Brazil and NE Argenti ,Chiroptera,Phyllostomidae,Macrophyllum,macrophyllum, , ,0.908,8.1,153,,extant,, , , ,Ginsect/carn,t2,volant,Unchanged taxonomy.,,,
NA,N Si loa and SW Chihuahua (Mexico) to S Nevada_ S California (USA)_ Baja California and Tamaulipas (Mexico),Chiroptera,Phyllostomidae,Macrotus,californicus, , ,1.065,11.625,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,Sonora and Hidalgo (Mexico) to Guatemala_ Bahama Isls_ Jamaica_ Cuba_ Cayman Isls (NW of Jamaica)_ Hispaniola and Beata Isls,Chiroptera,Phyllostomidae,Macrotus,waterhousii, , ,1.106,12.75,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,Costa Rica to peru_ Bolivia and Amazonia Brazil_ Trinidad,Chiroptera,Phyllostomidae,Mesophylla,macconnelli, , ,0.84,6.92,153,,extant,, , , ,Frug,t3,volant,Unchanged taxonomy.,,,
NA,Honduras to French Guia _ Trinidad_ Amazonian Brazil_ Peru and Ecuador,Chiroptera,Phyllostomidae,Micronycteris,hirsuta, , ,1.094,12.42,153,,extant,, , , ,ginsect/frug,t2,volant,Unchanged taxonomy.,,,
NA,Tamaulipas and Jalisco (Mexico) to Peru_ Bolivia and Brazil_ Trinidad and Tobago_ margarita Isl (Venezuela)_ Gre da,Chiroptera,Phyllostomidae,Micronycteris,megalotis, , ,0.801,6.33,153,,extant,, , , ,ginsect/frug,t2,volant,Unchanged taxonomy.,,,
NA,Nicaragua to S Brazil_ Peru_ Guia s_ trinidad_ Boliva,Chiroptera,Phyllostomidae,Micronycteris,minuta, , ,0.813,6.5,153,,extant,, , , ,ginsect/frug,t2,volant,Unchanged taxonomy.,,,
NA,S Mexico to Venezuela_ NE Peru_ NE Brazil,Chiroptera,Phyllostomidae,Micronycteris,schmidtorum, , ,0.877,7.533,153,,extant,, , , ,ginsect/frug,t2,volant,Unchanged taxonomy.,,,
NA,S Mexico to Colombia_ Guia s_ SE Brazil,Chiroptera,Phyllostomidae,Mimon,bennettii, , ,1.401,25.2,249,,extant,, , , ,ginsect/frug,t2,volant,Unchanged taxonomy.,,,
NA,Chiapas and Campeche (Mexico) to Guia s_ E Brazil_ Bolivia_ Ecuador and E Peru_ Trindad,Chiroptera,Phyllostomidae,Mimon,crenulatum, , ,1.138,13.75,153,,extant,, , , ,ginsect/frug,t2,volant,Unchanged taxonomy.,,,
NA,Jalisco_ Colima_ Michoacan and Guerrero (Mexico),Chiroptera,Phyllostomidae,Musonycteris,harrisoni, , ,-999,-999,-999,,extant,, , , ,Frug,t2,,Unchanged taxonomy.,,,
NA,S Mexico to SE Brazil_ Bolivia and Peru,Chiroptera,Phyllostomidae,Phylloderma,stenops, , ,1.73,53.675,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Oaxaca and Veracruz (Mexico) to Guia s_ SE Brazil_ Paraguay_ N Argenti  and Peru_ Trinidad_ Margarita Isl (Venezeula),Chiroptera,Phyllostomidae,Phyllostomus,discolor, , ,1.57,37.19,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Honduras to Guia s_ E Brazil_ Paraguay_ N Argenti  and Peru_ Trinidad and Tabago_ Margarita Isl (Venezuela)_ Bolivia,Chiroptera,Phyllostomidae,Phyllostomus,hastatus, , ,1.966,92.48,153,,extant,, , , ,Ginsect/carn,t2,volant,Unchanged taxonomy.,,,
NA,Pa ma to Peru and Bolivia,Chiroptera,Phyllostomidae,Platyrrhinus,dorsalis, , ,1.415,26,153,,extant,, , , ,Frug/ginsect,t2,volant,Unchanged taxonomy.,,,
NA,Oazaca and veracruz (mexico) to Peru_ Bolivia and Amazonia Brazil_ Trinidad. A paraguay record is error,Chiroptera,Phyllostomidae,Platyrrhinus,helleri, , ,1.13,13.5,153,,extant,, , , ,Frug/ginsect,t2,volant,Unchanged taxonomy.,,,
NA,Pa ma_ N and W Colombia_ N Venezuela,Chiroptera,Phyllostomidae,Platyrrhinus,umbratus, , ,1.389,24.5,153,,extant,, , , ,Frug/ginsect,t2,volant,Unchanged taxonomy.,,,
NA,Costa Rica to Venezuela_ peru and Bolivia,Chiroptera,Phyllostomidae,Platyrrhinus,vittatus, , ,1.617,41.4,153,,extant,, , , ,Frug/ginsect,t2,volant,Unchanged taxonomy.,,,
NA,Lesser Antilles_ sonora and Tamaulipas (Mexico) to N Argenti _ uruguay and E Brazil_ Trindad and Tobago_ perhaps Jamaica,Chiroptera,Phyllostomidae,Sturnira,lilium, , ,1.281,19.099,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Ecuador and Guya  to Sonora and Tamaulipas (Mexico),Chiroptera,Phyllostomidae,Sturnira,ludovici, , ,1.323,21.022,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Costa Rica to Ecuador and NW Peru,Chiroptera,Phyllostomidae,Sturnira,luisi, , ,-999,-999,-999,,extant,, , , ,Frug,t2,,Unchanged taxonomy.,,,
NA,Costa Rica_ Pa ma,Chiroptera,Phyllostomidae,Sturnira,mordax, , ,1.399,25.08,238,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Chiapas (Mexico) and Belize to N Argenti _ Paraguay and Brazil_ Trindad,Chiroptera,Phyllostomidae,Tonatia,bidens, , ,1.445,27.83,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,honduras-N argenti ,Chiroptera,Phyllostomidae,Tonatia,silvicolum, , ,1.473,29.7,153,,extant,, , , ,Ainsect,t2,volant,Species  me change. Listing all species in the genus: bidens or saurophila,spelling change; silvicola is now silvicolum,MSW3,
NA,Oaxaca (Mexico) to Guia s_ SE Brazil_ Bolivia and Ecuador_ Trinidad,Chiroptera,Phyllostomidae,Trachops,cirrhosus, , ,1.576,37.67,153,,extant,, , , ,invert,t2,volant,Unchanged taxonomy.,,,
NA,Belize to N Colombia_ Venezuela_ Guia s_ Amazonian Brazil and Peru_ Trinidad,Chiroptera,Phyllostomidae,Trinycteris,nicefori, , ,0.915,8.23,153,,extant,, , , ,ginsect/frug,t2,volant,Genus level change. Taxonomy possibilities are: CHIROPTERA Phyllostomidae Trinycteris nicefori,synonym; Micronycteris is now Trinycteris,IUCN redlist,
NA,Veracruz and Oaxaca (Mexico) to Peru_ Bolivia and Brazil_ Trinidad,Chiroptera,Phyllostomidae,Uroderma,bilobatum, , ,1.22,16.58,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Michoacan (Mexico) to Venezuela_ Peru_ Bolivia and Brazil,Chiroptera,Phyllostomidae,Uroderma,magnirostrum, , ,1.227,16.85,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,W Ecuador to Nicaragua,Chiroptera,Phyllostomidae,Vampyressa,nymphaea, , ,1.072,11.8,252,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Oaxaca and Veracruz (Mexico) to Bolivia and Guia s_ paraguay and SE Brazil,Chiroptera,Phyllostomidae,Vampyressa,pusilla, , ,0.936,8.629,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Oaxaca (Mexico) to Peru_ Bolivia and N Brazil_ Trindad and Tobago,Chiroptera,Phyllostomidae,Vampyrodes,caraccioli, , ,1.54,34.7,153,,extant,, , , ,Frug,t2,volant,Unchanged taxonomy.,,,
NA,Veracruz (Mexico) to Ecuador and Peru_ N and SW Brazil and Gui  s_ Trinidad_ perhaps Jamaica,Chiroptera,Phyllostomidae,Vampyrum,spectrum, , ,2.229,169.38,153,,extant,, , , ,Carn,t2,volant,Unchanged taxonomy.,,,
NA,Florida and Choiseul Isls (Solomon Isls),Chiroptera,Pteropodidae,Melonycteris,aurantius, , ,1.466,29.22,153,,extant,, , , ,Frug,same as family,volant,Species  me change. Listing all species in the genus: fardoulisi or melanops or woodfordi,Melonycteris (Nesonycteris) woodfordi Woodfords Fruit Bat merger of 2 subspecies including [Melonycteris (Nesonycteris) woodfordi aurantius],MSW3,DELETE
NA,Nicaragua_ Pa ma and Columbia to Guia s_ Amazonia Brazil_ Peru and Bolivia,Chiroptera,Thyropteridae,Thyroptera,discifera, , ,0.491,3.1,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,Veracruz (Mexico) to Guia s_ E Brazil_ Bolivia and Peru_ Trinidad,Chiroptera,Thyropteridae,Thyroptera,tricolor, , ,0.639,4.356,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,Queretaro and Baja California (Mexcio) to K sas (USA) and British Columbia (Ca da) cuba,Chiroptera,Vespertilionidae,Antrozous,pallidus, , ,1.318,20.8,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,Tres Marias Isls_ Jalisco_ Veracruz and Chiapas (mexico)_ Belize_ Honduras_ Coasta Rica,Chiroptera,Vespertilionidae,Bauerus,dubiaquercus, , ,1.36,22.925,153,,extant,, , , ,Ginsect,t2,volant,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Bauerus dubiaquercus,synonym; Antrozus is now Bauerus,IUCN redlist,
NA,Sonora and Coahuila to Yucatan (Mexico)_ Cozumel Isl (Mexico),Chiroptera,Vespertilionidae,Corynorhinus,mexicanus, , ,0.886,7.7,153,,extant,, , , ,Ainsect,t2,volant,Genus level change. Taxonomy possibilities are: RODENTIA Sciuridae Cynomys mexicanus or RODENTIA Sciuridae Spermophilus mexicanus or RODENTIA Cricetidae Microtus mexicanus or RODENTIA Cricetidae Peromyscus mexicanus or RODENTIA Cricetidae Reithrodontomys mexicanus or RODENTIA Cricetidae Rheomys mexicanus or RODENTIA Erethizontidae Sphiggurus mexicanus or CHIROPTERA Molossidae Cynomops mexicanus or CHIROPTERA Vespertilionidae Corynorhinus mexicanus,"synonym; was Plecotus, now is Corynorhinus",IUCN,
NA,SE USA from virginia to missouri_ south to E Texas and Florida,Chiroptera,Vespertilionidae,Corynorhinus,rafinesquii, , ,0.958,9.08,153,,extant,, , , ,Ainsect,t2,volant,Genus level change. Taxonomy possibilities are: CHIROPTERA Vespertilionidae Corynorhinus rafinesquii,synonym; Plecotus is now Corynorhinus,IUCN redlist,
NA,S British Columbia (Ca da) through W USA to Oaxaca (Mexico)_ east to Virginia,Chiroptera,Vespertilionidae,Corynorhinus,townsendii, , ,0.997,9.92,153,,extant,, , , ,Ainsect,t2,volant,Genus level change. Taxonomy possibilities are: RODENTIA Sciuridae Spermophilus townsendii or RODENTIA Sciuridae Tamias townsendii or RODENTIA Geomyidae Thomomys townsendii or RODENTIA Cricetidae Microtus townsendii or LAGOMORPHA Leporidae Lepus townsendii or SORICOMORPHA Talpidae Scapanus townsendii or CHIROPTERA Vespertilionidae Corynorhinus townsendii,"synonym; was Plecotus, now is Corynorhinus",IUCN,
NA,Veracruz (mexico) south to N argenti  and Uruguay_ Trindad and tobago,Chiroptera,Vespertilionidae,Eptesicus,brasiliensis, , ,0.976,9.467,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,N Argenti _ Brazil and Guia s to Jalisco and Tamaulipas (Mexico),Chiroptera,Vespertilionidae,Eptesicus,furinalis, , ,0.889,7.737,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,S Ca da to Colombia and N brazil_ Greater Antilles_ bahmas_ Dominica and barbados (Lesser Antilles) perhaps Alaska,Chiroptera,Vespertilionidae,Eptesicus,fuscus, , ,1.216,16.46,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,SW Ca da and Monta  (USA) to Queretaro (Mexico),Chiroptera,Vespertilionidae,Euderma,maculatum, , ,1.195,15.663,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
NA,Distrito Federal (Mexico) to S utah and S Nevada (USA),Chiroptera,Vespertilionidae,Idionycteris,phyllotis, , ,1.08,12.033,153,,extant,, , , ,Ainsect,t2,volant,Unchanged taxonomy.,,,
