id,Order,Family,Genus,Species,Leaves,Flowers,Seeds,Fruits,Arthro,Vert,Diet,Body_size_mm,,
Anf4220,Anura,Microhylidae,Elachistocleis,Elachistocleis piauiensis,NA,NA,NA,NA,1,NA,Insectivore,34,,
Anf4259,Anura,Microhylidae,Calluella,Calluella volzi,NA,NA,NA,NA,1,NA,Insectivore,34,,
Anf3963,Anura,Microhylidae,Cophixalus,Cophixalus cupricarenus,NA,NA,NA,NA,1,NA,Insectivore,34.3,,
Anf4102,Anura,Microhylidae,Xenorhina,Xenorhina huon,NA,NA,NA,NA,1,NA,Insectivore,34.4,,
Anf4221,Anura,Microhylidae,Elachistocleis,Elachistocleis skotogaster,NA,NA,NA,NA,1,NA,Insectivore,34.4,,
Anf3862,Anura,Microhylidae,Melanophryne,Melanophryne carpish,NA,NA,NA,NA,1,NA,Insectivore,34.5,,
Anf4203,Anura,Microhylidae,Chiasmocleis,Chiasmocleis schubarti,NA,NA,NA,NA,1,NA,Insectivore,34.5,,
Anf4248,Anura,Microhylidae,Kalophrynus,Kalophrynus pleurostigma,NA,NA,NA,NA,1,NA,Insectivore,34.5,,
Anf3952,Anura,Microhylidae,Cophixalus,Cophixalus aimbensis,NA,NA,NA,NA,1,NA,Insectivore,34.6,,
Anf4319,Anura,Microhylidae,Ramanella,Ramanella palmata,NA,NA,NA,NA,1,NA,Insectivore,34.6,,
Anf2566,Anura,Hylidae,Pseudacris,Pseudacris brimleyi,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf3308,Anura,Leiuperidae,Physalaemus,Physalaemus kroyeri,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf3374,Anura,Leptodactylidae,Leptodactylus,Leptodactylus discodactylus,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf3870,Anura,Microhylidae,Synapturanus,Synapturanus salseri,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf3902,Anura,Microhylidae,Austrochaperina,Austrochaperina fryi,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf4159,Anura,Microhylidae,Rhombophryne,Rhombophryne guentherpetersi,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf4245,Anura,Microhylidae,Kalophrynus,Kalophrynus minusculus,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf4305,Anura,Microhylidae,Microhyla,Microhyla pulchra,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf4384,Anura,Myobatrachidae,Pseudophryne,Pseudophryne dendyi,NA,NA,NA,NA,1,NA,Insectivore,35,,
Anf3018,Anura,Hylodidae,Crossodactylus,Crossodactylus gaudichaudii,NA,NA,NA,NA,1,NA,Insectivore,35.1,,
Anf4255,Anura,Microhylidae,Calluella,Calluella flava,NA,NA,NA,NA,1,NA,Insectivore,35.2,,
Anf1528,Anura,Dendrobatidae,Oophaga,Oophaga lehmanni,NA,NA,NA,NA,1,NA,Insectivore,35.3,,
Anf2197,Anura,Hylidae,Dendropsophus,Dendropsophus columbianus,NA,NA,NA,NA,1,NA,Insectivore,35.4,,
Anf0025,Anura,Aromobatidae,Allobates,Allobates femoralis,NA,NA,NA,NA,1,NA,Insectivore,36,,
Anf0329,Anura,Brevicipitidae,Breviceps,Breviceps rosei,NA,NA,NA,NA,1,NA,Insectivore,36,,
Anf2574,Anura,Hylidae,Pseudacris,Pseudacris kalmi,NA,NA,NA,NA,1,NA,Insectivore,36,,
Anf4005,Anura,Microhylidae,Copiula,Copiula fistulans,NA,NA,NA,NA,1,NA,Insectivore,36,,
Anf4380,Anura,Myobatrachidae,Pseudophryne,Pseudophryne bibronii,NA,NA,NA,NA,1,NA,Insectivore,36,,
Anf4653,Anura,Pyxicephalidae,Anhydrophryne,Anhydrophryne hewitti,NA,NA,NA,NA,1,NA,Insectivore,36,,
Anf4216,Anura,Microhylidae,Elachistocleis,Elachistocleis helianneae,NA,NA,NA,NA,1,NA,Insectivore,36.4,,
Anf4099,Anura,Microhylidae,Xenorhina,Xenorhina eiponis,NA,NA,NA,NA,1,NA,Insectivore,36.5,,
Anf3958,Anura,Microhylidae,Cophixalus,Cophixalus caverniphilus,NA,NA,NA,NA,1,NA,Insectivore,36.7,,
Anf3907,Anura,Microhylidae,Austrochaperina,Austrochaperina macrorhyncha,NA,NA,NA,NA,1,NA,Insectivore,37,,
Anf4106,Anura,Microhylidae,Xenorhina,Xenorhina mehelyi,NA,NA,NA,NA,1,NA,Insectivore,37,,
Anf4213,Anura,Microhylidae,Elachistocleis,Elachistocleis carvalhoi,NA,NA,NA,NA,1,NA,Insectivore,37.1,,
Anf3029,Anura,Hylodidae,Hylodes,Hylodes fredi,NA,NA,NA,NA,1,NA,Insectivore,37.5,,
Anf4026,Anura,Microhylidae,Liophryne,Liophryne rubra,NA,NA,NA,NA,1,NA,Insectivore,37.5,,
Anf4215,Anura,Microhylidae,Elachistocleis,Elachistocleis erythrogaster,NA,NA,NA,NA,1,NA,Insectivore,37.6,,
Anf4186,Anura,Microhylidae,Chiasmocleis,Chiasmocleis avilapiresae,NA,NA,NA,NA,1,NA,Insectivore,37.8,,
Anf1527,Anura,Dendrobatidae,Oophaga,Oophaga histrionica,NA,NA,NA,NA,1,NA,Insectivore,38,,
Anf1532,Anura,Dendrobatidae,Oophaga,Oophaga sylvatica,NA,NA,NA,NA,1,NA,Insectivore,38,,
Anf2116,Anura,Hylidae,Acris,Acris blanchardi,NA,NA,NA,NA,1,NA,Insectivore,38,,
Anf2565,Anura,Hylidae,Pseudacris,Pseudacris brachyphona,NA,NA,NA,NA,1,NA,Insectivore,38,,
Anf2570,Anura,Hylidae,Pseudacris,Pseudacris feriarum,NA,NA,NA,NA,1,NA,Insectivore,38,,
Anf3264,Anura,Leiopelmatidae,Leiopelma,Leiopelma archeyi,NA,NA,NA,NA,1,NA,Insectivore,38,,
Anf3269,Anura,Leiuperidae,Edalorhina,Edalorhina perezi,NA,NA,NA,NA,1,NA,Insectivore,38,,
Anf4023,Anura,Microhylidae,Liophryne,Liophryne dentata,NA,NA,NA,NA,1,NA,Insectivore,38,,
Anf4121,Anura,Microhylidae,Xenorhina,Xenorhina zweifeli,NA,NA,NA,NA,1,NA,Insectivore,38,,
Anf4183,Anura,Microhylidae,Chiasmocleis,Chiasmocleis albopunctata,NA,NA,NA,NA,1,NA,Insectivore,38,,
Anf4224,Anura,Microhylidae,Gastrophryne,Gastrophryne carolinensis,NA,NA,NA,NA,1,NA,Insectivore,38,,
Anf4225,Anura,Microhylidae,Gastrophryne,Gastrophryne elegans,NA,NA,NA,NA,1,NA,Insectivore,38,,
Anf4227,Anura,Microhylidae,Gastrophryne,Gastrophryne pictiventris,NA,NA,NA,NA,1,NA,Insectivore,38,,
Anf4096,Anura,Microhylidae,Xenorhina,Xenorhina arfakiana,NA,NA,NA,NA,1,NA,Insectivore,38.2,,
Anf3897,Anura,Microhylidae,Austrochaperina,Austrochaperina archboldi,NA,NA,NA,NA,1,NA,Insectivore,38.4,,
Anf3727,Anura,Megophryidae,Leptolalax,Leptolalax aereus,NA,NA,NA,NA,1,NA,Insectivore,38.6,,
Anf4247,Anura,Microhylidae,Kalophrynus,Kalophrynus palmatissimus,NA,NA,NA,NA,1,NA,Insectivore,38.8,,
Anf3271,Anura,Leiuperidae,Engystomops,Engystomops freibergi,NA,NA,NA,NA,1,NA,Insectivore,39,,
Anf3274,Anura,Leiuperidae,Engystomops,Engystomops petersi,NA,NA,NA,NA,1,NA,Insectivore,39,,
Anf3898,Anura,Microhylidae,Austrochaperina,Austrochaperina basipalmata,NA,NA,NA,NA,1,NA,Insectivore,39,,
Anf3921,Anura,Microhylidae,Barygenys,Barygenys exsul,NA,NA,NA,NA,1,NA,Insectivore,39,,
Anf4030,Anura,Microhylidae,Mantophryne,Mantophryne infulata,NA,NA,NA,NA,1,NA,Insectivore,39,,
Anf4239,Anura,Microhylidae,Kalophrynus,Kalophrynus calciphilus,NA,NA,NA,NA,1,NA,Insectivore,39,,
Anf1914,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus marnockii,NA,NA,NA,NA,1,NA,Insectivore,39.5,,
Anf1393,Anura,Cycloramphidae,Proceratophrys,Proceratophrys brauni,NA,NA,NA,NA,1,NA,Insectivore,39.8,,
Anf0318,Anura,Brevicipitidae,Breviceps,Breviceps acutirostris,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf3290,Anura,Leiuperidae,Physalaemus,Physalaemus centralis,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf3392,Anura,Leptodactylidae,Leptodactylus,Leptodactylus latinasus,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf3482,Anura,Limnodynastidae,Neobatrachus,Neobatrachus sudelli,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf3863,Anura,Microhylidae,Myersiella,Myersiella microps,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf3920,Anura,Microhylidae,Barygenys,Barygenys cheesmanae,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf3990,Anura,Microhylidae,Cophixalus,Cophixalus saxatilis,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf4003,Anura,Microhylidae,Cophixalus,Cophixalus zweifeli,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf4258,Anura,Microhylidae,Calluella,Calluella smithi,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf4275,Anura,Microhylidae,Kaloula,Kaloula taprobanica,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf4328,Anura,Microhylidae,Phrynomantis,Phrynomantis annectens,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf4337,Anura,Microhylidae,Scaphiophryne,Scaphiophryne gottlebei,NA,NA,NA,NA,1,NA,Insectivore,40,,
Anf1515,Anura,Dendrobatidae,Adelphobates,Adelphobates galactonotus,NA,NA,NA,NA,1,NA,Insectivore,40.5,,
Anf4450,Anura,Pelodytidae,Pelodytes,Pelodytes ibericus,NA,NA,NA,NA,1,NA,Insectivore,40.72,,
Anf3919,Anura,Microhylidae,Barygenys,Barygenys atra,NA,NA,NA,NA,1,NA,Insectivore,41,,
Anf4091,Anura,Microhylidae,Pseudocallulops,Pseudocallulops pullifer,NA,NA,NA,NA,1,NA,Insectivore,41,,
Anf4226,Anura,Microhylidae,Gastrophryne,Gastrophryne olivacea,NA,NA,NA,NA,1,NA,Insectivore,41,,
Anf4243,Anura,Microhylidae,Kalophrynus,Kalophrynus intermedius,NA,NA,NA,NA,1,NA,Insectivore,41,,
Anf4331,Anura,Microhylidae,Phrynomantis,Phrynomantis somalicus,NA,NA,NA,NA,1,NA,Insectivore,41,,
Anf4104,Anura,Microhylidae,Xenorhina,Xenorhina macrodisca,NA,NA,NA,NA,1,NA,Insectivore,41.5,,
Anf4289,Anura,Microhylidae,Microhyla,Microhyla fowleri,NA,NA,NA,NA,1,NA,Insectivore,41.5,,
Anf0119,Anura,Arthroleptina,Arthroleptis,Arthroleptis adolfifriederici,NA,NA,NA,NA,1,NA,Insectivore,42,,
Anf0835,Anura,Bufonidae,Rhinella,Rhinella hoogmoedi,NA,NA,NA,NA,1,NA,Insectivore,42,,
Anf1517,Anura,Dendrobatidae,Dendrobates,Dendrobates auratus,NA,NA,NA,NA,1,NA,Insectivore,42,,
Anf3868,Anura,Microhylidae,Synapturanus,Synapturanus mirandaribeiroi,NA,NA,NA,NA,1,NA,Insectivore,42,,
Anf4018,Anura,Microhylidae,Hylophorbus,Hylophorbus rufescens,NA,NA,NA,NA,1,NA,Insectivore,42,,
Anf4193,Anura,Microhylidae,Chiasmocleis,Chiasmocleis devriesi,NA,NA,NA,NA,1,NA,Insectivore,42.2,,
Anf4100,Anura,Microhylidae,Xenorhina,Xenorhina fuscigula,NA,NA,NA,NA,1,NA,Insectivore,42.4,,
Anf1366,Anura,Cycloramphidae,Eupsophus,Eupsophus contulmoensis,NA,NA,NA,NA,1,NA,Insectivore,42.5,,
Anf1535,Anura,Dendrobatidae,Phyllobates,Phyllobates bicolor,NA,NA,NA,NA,1,NA,Insectivore,42.7,,
Anf3930,Anura,Microhylidae,Callulops,Callulops eremnosphax,NA,NA,NA,NA,1,NA,Insectivore,42.7,,
Anf4214,Anura,Microhylidae,Elachistocleis,Elachistocleis cesarii,NA,NA,NA,NA,1,NA,Insectivore,42.7,,
Anf0346,Anura,Brevicipitidae,Probreviceps,Probreviceps uluguruensis,NA,NA,NA,NA,1,NA,Insectivore,43,,
Anf3434,Anura,Leptodactylidae,Leptodactylus,Leptodactylus spixi,NA,NA,NA,NA,1,NA,Insectivore,43,,
Anf4027,Anura,Microhylidae,Liophryne,Liophryne schlaginhaufeni,NA,NA,NA,NA,1,NA,Insectivore,43,,
Anf4211,Anura,Microhylidae,Elachistocleis,Elachistocleis bicolor,NA,NA,NA,NA,1,NA,Insectivore,43,,
Anf4700,Anura,Pyxicephalidae,Tomopterna,Tomopterna tuberculosa,NA,NA,NA,NA,1,NA,Insectivore,43,,
Anf1537,Anura,Dendrobatidae,Phyllobates,Phyllobates terribilis,NA,NA,NA,NA,1,NA,Insectivore,43.2,,
Anf0417,Anura,Bufonidae,Andinophryne,Andinophryne colomai,NA,NA,NA,NA,1,NA,Insectivore,43.3,,
Anf2061,Anura,Hemiphractidae,Gastrotheca,Gastrotheca phalarosa,NA,NA,NA,NA,1,NA,Insectivore,43.3,,
Anf4110,Anura,Microhylidae,Xenorhina,Xenorhina ocellata,NA,NA,NA,NA,1,NA,Insectivore,43.3,,
Anf1734,Anura,Dicroglossidae,Nannophrys,Nannophrys naeyakai,NA,NA,NA,NA,1,NA,Insectivore,43.6,,
Anf4212,Anura,Microhylidae,Elachistocleis,Elachistocleis bumbameuboi,NA,NA,NA,NA,1,NA,Insectivore,43.7,,
Anf0321,Anura,Brevicipitidae,Breviceps,Breviceps fichus,NA,NA,NA,NA,1,NA,Insectivore,43.8,,
Anf4217,Anura,Microhylidae,Elachistocleis,Elachistocleis magnus,NA,NA,NA,NA,1,NA,Insectivore,43.8,,
Anf4219,Anura,Microhylidae,Elachistocleis,Elachistocleis ovalis,NA,NA,NA,NA,1,NA,Insectivore,43.8,,
Anf4273,Anura,Microhylidae,Kaloula,Kaloula rigida,NA,NA,NA,NA,1,NA,Insectivore,43.9,,
Anf3904,Anura,Microhylidae,Austrochaperina,Austrochaperina guttata,NA,NA,NA,NA,1,NA,Insectivore,44,,
Anf4229,Anura,Microhylidae,Hamptophryne,Hamptophryne boliviana,NA,NA,NA,NA,1,NA,Insectivore,44,,
Anf1163,Anura,Ceratophryidae,Chacophrys,Chacophrys pierottii,NA,NA,NA,NA,1,NA,Insectivore,44.2,,
Anf0148,Anura,Arthroleptina,Arthroleptis,Arthroleptis stenodactylus,NA,NA,NA,NA,1,NA,Insectivore,45,,
Anf0675,Anura,Bufonidae,Melanophryniscus,Melanophryniscus rubriventris,NA,NA,NA,NA,1,NA,Insectivore,45,,
Anf2108,Anura,Hemisotidae,Hemisus,Hemisus microscaphus,NA,NA,NA,NA,1,NA,Insectivore,45,,
Anf3495,Anura,Limnodynastidae,Platyplectrum,Platyplectrum ornatum,NA,NA,NA,NA,1,NA,Insectivore,45,,
Anf4165,Anura,Microhylidae,Rhombophryne,Rhombophryne testudo,NA,NA,NA,NA,1,NA,Insectivore,45,,
Anf4340,Anura,Microhylidae,Scaphiophryne,Scaphiophryne menabensis,NA,NA,NA,NA,1,NA,Insectivore,45,,
Anf3905,Anura,Microhylidae,Austrochaperina,Austrochaperina hooglandi,NA,NA,NA,NA,1,NA,Insectivore,45.3,,
Anf3382,Anura,Leptodactylidae,Leptodactylus,Leptodactylus gracilis,NA,NA,NA,NA,1,NA,Insectivore,45.5,,
Anf4283,Anura,Microhylidae,Microhyla,Microhyla berdmorei,NA,NA,NA,NA,1,NA,Insectivore,45.6,,
Anf0264,Anura,Bombinatorina,Bombina,Bombina pachypus,NA,NA,NA,NA,1,NA,Insectivore,45.75,,
Anf3419,Anura,Leptodactylidae,Leptodactylus,Leptodactylus plaumanni,NA,NA,NA,NA,1,NA,Insectivore,46,,
Anf4686,Anura,Pyxicephalidae,Strongylopus,Strongylopus merumontanus,NA,NA,NA,NA,1,NA,Insectivore,46,,
Anf0263,Anura,Bombinatorina,Bombina,Bombina orientalis,NA,NA,NA,NA,1,NA,Insectivore,47,,
Anf0337,Anura,Brevicipitidae,Callulina,Callulina kreffti,NA,NA,NA,NA,1,NA,Insectivore,47,,
Anf3265,Anura,Leiopelmatidae,Leiopelma,Leiopelma hamiltoni,NA,NA,NA,NA,1,NA,Insectivore,47,,
Anf4237,Anura,Microhylidae,Parhoplophryne,Kalophrynus baluensis,NA,NA,NA,NA,1,NA,Insectivore,47,,
Anf4242,Anura,Microhylidae,Kalophrynus,Kalophrynus interlineatus,NA,NA,NA,NA,1,NA,Insectivore,47.7,,
Anf2573,Anura,Hylidae,Pseudacris,Pseudacris illinoensis,NA,NA,NA,NA,1,NA,Insectivore,48,,
Anf4326,Anura,Microhylidae,Otophryne,Otophryne steyermarki,NA,NA,NA,NA,1,NA,Insectivore,48,,
Anf4260,Anura,Microhylidae,Calluella,Calluella yunnanensis,NA,NA,NA,NA,1,NA,Insectivore,48.8,,
Anf0327,Anura,Brevicipitidae,Breviceps,Breviceps namaquensis,NA,NA,NA,NA,1,NA,Insectivore,49,,
Anf2104,Anura,Hemisotidae,Hemisus,Hemisus brachydactylus,NA,NA,NA,NA,1,NA,Insectivore,49,,
Anf3267,Anura,Leiopelmatidae,Leiopelma,Leiopelma pakeka,NA,NA,NA,NA,1,NA,Insectivore,49,,
Anf3395,Anura,Leptodactylidae,Leptodactylus,Leptodactylus leptodactyloides,NA,NA,NA,NA,1,NA,Insectivore,49,,
Anf3911,Anura,Microhylidae,Austrochaperina,Austrochaperina palmipes,NA,NA,NA,NA,1,NA,Insectivore,49,,
Anf4276,Anura,Microhylidae,Kaloula,Kaloula verrucosa,NA,NA,NA,NA,1,NA,Insectivore,49,,
Anf4162,Anura,Microhylidae,Rhombophryne,Rhombophryne matavy,NA,NA,NA,NA,1,NA,Insectivore,49.4,,
Anf1481,Anura,Dendrobatidae,Ameerega,Ameerega trivittata,NA,NA,NA,NA,1,NA,Insectivore,49.5,,
Anf1702,Anura,Dicroglossidae,Limnonectes,Limnonectes leytensis,NA,NA,NA,NA,1,NA,Insectivore,49.6,,
Anf3338,Anura,Leiuperidae,Pleurodema,Pleurodema thaul,NA,NA,NA,NA,1,NA,Insectivore,49.7,,
Anf3901,Anura,Microhylidae,Austrochaperina,Austrochaperina derongo,NA,NA,NA,NA,1,NA,Insectivore,49.7,,
Anf0260,Anura,Bombinatorina,Bombina,Bombina bombina,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf0265,Anura,Bombinatorina,Bombina,Bombina variegata,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf0324,Anura,Brevicipitidae,Breviceps,Breviceps macrops,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf0328,Anura,Brevicipitidae,Breviceps,Breviceps poweri,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf0331,Anura,Brevicipitidae,Breviceps,Breviceps sylvestris,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf0462,Anura,Bufonidae,Atelopus,Atelopus cruciger,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf1777,Anura,Dicroglossidae,Sphaerotheca,Sphaerotheca rolandae,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf2579,Anura,Hylidae,Pseudacris,Pseudacris regilla,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf3034,Anura,Hylodidae,Hylodes,Hylodes meridionalis,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf3263,Anura,Leiopelmatidae,Ascaphus,Ascaphus truei,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf3481,Anura,Limnodynastidae,Neobatrachus,Neobatrachus pictus,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf3933,Anura,Microhylidae,Callulops,Callulops humicola,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf4031,Anura,Microhylidae,Mantophryne,Mantophryne lateralis,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf4112,Anura,Microhylidae,Xenorhina,Xenorhina oxycephala,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf4256,Anura,Microhylidae,Calluella,Calluella guttulata,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf4262,Anura,Microhylidae,Glyphoglossus,Glyphoglossus molossus,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf4451,Anura,Pelodytidae,Pelodytes,Pelodytes punctatus,NA,NA,NA,NA,1,NA,Insectivore,50,,
Anf1395,Anura,Cycloramphidae,Proceratophrys,Proceratophrys cristiceps,NA,NA,NA,NA,1,NA,Insectivore,50.2,,
Anf4266,Anura,Microhylidae,Kaloula,Kaloula borealis,NA,NA,NA,NA,1,NA,Insectivore,50.2,,
Anf3923,Anura,Microhylidae,Barygenys,Barygenys maculata,NA,NA,NA,NA,1,NA,Insectivore,50.8,,
Anf0322,Anura,Brevicipitidae,Breviceps,Breviceps fuscus,NA,NA,NA,NA,1,NA,Insectivore,51,,
Anf4513,Anura,Phrynobatrachidae,Phrynobatrachus,Phrynobatrachus krefftii,NA,NA,NA,NA,1,NA,Insectivore,51,,
Anf6463,Caudata,Plethodontidae,Eurycea,Eurycea nana,NA,NA,NA,NA,1,NA,Insectivore,51,,
Anf4271,Anura,Microhylidae,Kaloula,Kaloula picta,NA,NA,NA,NA,1,NA,Insectivore,51.2,,
Anf4108,Anura,Microhylidae,Xenorhina,Xenorhina multisica,NA,NA,NA,NA,1,NA,Insectivore,51.3,,
Anf4117,Anura,Microhylidae,Xenorhina,Xenorhina similis,NA,NA,NA,NA,1,NA,Insectivore,51.4,,
Anf3915,Anura,Microhylidae,Austrochaperina,Austrochaperina rivularis,NA,NA,NA,NA,1,NA,Insectivore,51.5,,
Anf4029,Anura,Microhylidae,Mantophryne,Mantophryne axanthogaster,NA,NA,NA,NA,1,NA,Insectivore,51.7,,
Anf0326,Anura,Brevicipitidae,Breviceps,Breviceps mossambicus,NA,NA,NA,NA,1,NA,Insectivore,52,,
Anf2575,Anura,Hylidae,Pseudacris,Pseudacris maculata,NA,NA,NA,NA,1,NA,Insectivore,52,,
Anf4028,Anura,Microhylidae,Liophryne,Liophryne similis,NA,NA,NA,NA,1,NA,Insectivore,52,,
Anf4181,Anura,Microhylidae,Dyscophus,Dyscophus insularis,NA,NA,NA,NA,1,NA,Insectivore,52,,
Anf6119,Caudata,Plethodontidae,Bolitoglossa,Bolitoglossa equatoriana,NA,NA,NA,NA,1,NA,Insectivore,52,,
Anf4694,Anura,Pyxicephalidae,Tomopterna,Tomopterna luganga,NA,NA,NA,NA,1,NA,Insectivore,52.4,,
Anf0332,Anura,Brevicipitidae,Breviceps,Breviceps verrucosus,NA,NA,NA,NA,1,NA,Insectivore,53,,
Anf0347,Anura,Brevicipitidae,Spelaeophryne,Spelaeophryne methneri,NA,NA,NA,NA,1,NA,Insectivore,53,,
Anf1842,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus cooki,NA,NA,NA,NA,1,NA,Insectivore,53,,
Anf2105,Anura,Hemisotidae,Hemisus,Hemisus guineensis,NA,NA,NA,NA,1,NA,Insectivore,53,,
Anf4231,Anura,Microhylidae,Hypopachus,Hypopachus variolosus,NA,NA,NA,NA,1,NA,Insectivore,53,,
Anf3935,Anura,Microhylidae,Callulops,Callulops marmoratus,NA,NA,NA,NA,1,NA,Insectivore,53.3,,
Anf3439,Anura,Leptodactylidae,Leptodactylus,Leptodactylus troglodytes,NA,NA,NA,NA,1,NA,Insectivore,53.6,,
Anf3420,Anura,Leptodactylidae,Leptodactylus,Leptodactylus podicipinus,NA,NA,NA,NA,1,NA,Insectivore,54,,
Anf4114,Anura,Microhylidae,Xenorhina,Xenorhina rostrata,NA,NA,NA,NA,1,NA,Insectivore,54,,
Anf4207,Anura,Microhylidae,Ctenophryne,Ctenophryne geayi,NA,NA,NA,NA,1,NA,Insectivore,54,,
Anf4392,Anura,Myobatrachidae,Rheobatrachus,Rheobatrachus silus,NA,NA,NA,NA,1,NA,Insectivore,54,,
Anf6472,Caudata,Plethodontidae,Eurycea,Eurycea tonkawae,NA,NA,NA,NA,1,NA,Insectivore,54,,
Anf0645,Anura,Bufonidae,Ingerophrynus,Ingerophrynus divergens,NA,NA,NA,NA,1,NA,Insectivore,55,,
Anf0864,Anura,Bufonidae,Rhinella,Rhinella proboscidea,NA,NA,NA,NA,1,NA,Insectivore,55,,
Anf2107,Anura,Hemisotidae,Hemisus,Hemisus marmoratus,NA,NA,NA,NA,1,NA,Insectivore,55,,
Anf2111,Anura,Hemisotidae,Hemisus,Hemisus wittei,NA,NA,NA,NA,1,NA,Insectivore,55,,
Anf2928,Anura,Hylidae,Litoria,Litoria spenceri,NA,NA,NA,NA,1,NA,Insectivore,55,,
Anf4325,Anura,Microhylidae,Otophryne,Otophryne robusta,NA,NA,NA,NA,1,NA,Insectivore,55,,
Anf4478,Anura,Phrynobatrachidae,Phrynobatrachus,Phrynobatrachus asper,NA,NA,NA,NA,1,NA,Insectivore,55,,
Anf2103,Anura,Hemisotidae,Hemisus,Hemisus barotseensis,NA,NA,NA,NA,1,NA,Insectivore,55.01,,
Anf4105,Anura,Microhylidae,Xenorhina,Xenorhina macrops,NA,NA,NA,NA,1,NA,Insectivore,55.4,,
Anf2586,Anura,Hylidae,Pseudis,Pseudis cardosoi,NA,NA,NA,NA,1,NA,Insectivore,55.9,,
Anf3262,Anura,Leiopelmatidae,Ascaphus,Ascaphus montanus,NA,NA,NA,NA,1,NA,Insectivore,56,,
Anf3396,Anura,Leptodactylidae,Leptodactylus,Leptodactylus lineatus,NA,NA,NA,NA,1,NA,Insectivore,56,,
Anf4338,Anura,Microhylidae,Scaphiophryne,Scaphiophryne madagascariensis,NA,NA,NA,NA,1,NA,Insectivore,56,,
Anf3279,Anura,Leiuperidae,Eupemphix,Eupemphix nattereri,NA,NA,NA,NA,1,NA,Insectivore,56.4,,
Anf1403,Anura,Cycloramphidae,Proceratophrys,Proceratophrys paviotii,NA,NA,NA,NA,1,NA,Insectivore,56.6,,
Anf2583,Anura,Hylidae,Pseudis,Pseudis bolbodactyla,NA,NA,NA,NA,1,NA,Insectivore,58,,
Anf3371,Anura,Leptodactylidae,Leptodactylus,Leptodactylus didymus,NA,NA,NA,NA,1,NA,Insectivore,58.6,,
Anf1424,Anura,Cycloramphidae,Cycloramphus,Cycloramphus boraceiensis,NA,NA,NA,NA,1,NA,Insectivore,59,,
Anf0008,Anura,Alytidae,Discoglossus,Discoglossus jeanneae,NA,NA,NA,NA,1,NA,Insectivore,60,,
Anf0319,Anura,Brevicipitidae,Breviceps,Breviceps adspersus,NA,NA,NA,NA,1,NA,Insectivore,60,,
Anf0534,Anura,Bufonidae,Atelopus,Atelopus varius,NA,NA,NA,NA,1,NA,Insectivore,60,,
Anf0714,Anura,Bufonidae,Nectophrynoides,Nectophrynoides viviparus,NA,NA,NA,NA,1,NA,Insectivore,60,,
Anf3363,Anura,Leptodactylidae,Leptodactylus,Leptodactylus bufonius,NA,NA,NA,NA,1,NA,Insectivore,60,,
Anf3407,Anura,Leptodactylidae,Leptodactylus,Leptodactylus mystaceus,NA,NA,NA,NA,1,NA,Insectivore,60,,
Anf4025,Anura,Microhylidae,Liophryne,Liophryne rhododactyla,NA,NA,NA,NA,1,NA,Insectivore,60,,
Anf4377,Anura,Myobatrachidae,Myobatrachus,Myobatrachus gouldii,NA,NA,NA,NA,1,NA,Insectivore,60,,
Anf4324,Anura,Microhylidae,Otophryne,Otophryne pyburni,NA,NA,NA,NA,1,NA,Insectivore,61,,
