id,Order,Family,Genus,Species,Leaves,Flowers,Seeds,Fruits,Arthro,Vert,Diet,Body_size_mm,,
Anf2333,Anura,Hylidae,Hyla,Hyla versicolor,NA,NA,NA,NA,1,NA,Insectivore,60,,
Anf2147,Anura,Hylidae,Bokermannohyla,Bokermannohyla claresignata,NA,NA,NA,NA,1,NA,Insectivore,61,,
Anf2383,Anura,Hylidae,Hypsiboas,Hypsiboas calcaratus,NA,NA,NA,NA,1,NA,Insectivore,61,,
Anf5388,Anura,Scaphiopodidae,Spea,Spea hammondii,NA,NA,NA,NA,1,NA,Insectivore,61,,
Anf0095,Anura,Aromobatidae,Aromobates,Aromobates nocturnus,NA,NA,NA,NA,1,NA,Insectivore,62,,
Anf2310,Anura,Hylidae,Hyla,Hyla chrysoscelis,NA,NA,NA,NA,1,NA,Insectivore,62,,
Anf4330,Anura,Microhylidae,Phrynomantis,Phrynomantis microps,NA,NA,NA,NA,1,NA,Insectivore,62,,
Anf4590,Anura,Ptychadenidae,Ptychadena,Ptychadena anchietae,NA,NA,NA,NA,1,NA,Insectivore,62,,
Anf3002,Anura,Hylidae,Phyllomedusa,Phyllomedusa palliata,NA,NA,NA,NA,1,NA,Insectivore,62.3,,
Anf3008,Anura,Hylidae,Phyllomedusa,Phyllomedusa tomopterna,NA,NA,NA,NA,1,NA,Insectivore,62.3,,
Anf2491,Anura,Hylidae,Osteocephalus,Osteocephalus leprieurii,NA,NA,NA,NA,1,NA,Insectivore,64,,
Anf5387,Anura,Scaphiopodidae,Spea,Spea bombifrons,NA,NA,NA,NA,1,NA,Insectivore,64,,
Anf5389,Anura,Scaphiopodidae,Spea,Spea intermontana,NA,NA,NA,NA,1,NA,Insectivore,64,,
Anf5390,Anura,Scaphiopodidae,Spea,Spea multiplicata,NA,NA,NA,NA,1,NA,Insectivore,64,,
Anf1649,Anura,Dicroglossidae,Fejervarya,Fejervarya limnocharis,NA,NA,NA,NA,1,NA,Insectivore,65,,
Anf2479,Anura,Hylidae,Osteocephalus,Osteocephalus alboguttatus,NA,NA,NA,NA,1,NA,Insectivore,65,,
Anf5018,Anura,Ranidae,Rana,Rana japonica,NA,NA,NA,NA,1,NA,Insectivore,65,,
Anf2311,Anura,Hylidae,Hyla,Hyla cinerea,NA,NA,NA,NA,1,NA,Insectivore,66,,
Anf2744,Anura,Hylidae,Trachycephalus,Trachycephalus coriaceus,NA,NA,NA,NA,1,NA,Insectivore,66,,
Anf3428,Anura,Leptodactylidae,Leptodactylus,Leptodactylus rugosus,NA,NA,NA,NA,1,NA,Insectivore,67,,
Anf2478,Anura,Hylidae,Nyctimantis,Nyctimantis rugiceps,NA,NA,NA,NA,1,NA,Insectivore,67.6,,
Anf3243,Anura,Hyperoliidae,Kassina,Kassina maculata,NA,NA,NA,NA,1,NA,Insectivore,68,,
Anf2287,Anura,Hylidae,Ecnomiohyla,Ecnomiohyla sukia,NA,NA,NA,NA,1,NA,Insectivore,68.7,,
Anf2480,Anura,Hylidae,Osteocephalus,Osteocephalus buckleyi,NA,NA,NA,NA,1,NA,Insectivore,69,,
Anf0225,Anura,Arthroleptina,Leptopelis,Leptopelis flavomaculatus,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf2316,Anura,Hylidae,Hyla,Hyla gratiosa,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf2850,Anura,Hylidae,Litoria,Litoria littlejohni,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf4998,Anura,Ranidae,Rana,Rana amurensis,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf5016,Anura,Ranidae,Rana,Rana iberica,NA,NA,NA,NA,1,NA,Insectivore,70,,
Anf4612,Anura,Ptychadenidae,Ptychadena,Ptychadena mascareniensis,NA,NA,NA,NA,1,NA,Insectivore,72,,
Anf2388,Anura,Hylidae,Hypsiboas,Hypsiboas crepitans,NA,NA,NA,NA,1,NA,Insectivore,75,,
Anf5004,Anura,Ranidae,Rana,Rana cascadae,NA,NA,NA,NA,1,NA,Insectivore,75,,
Anf2755,Anura,Hylidae,Triprion,Triprion petasatus,NA,NA,NA,NA,1,NA,Insectivore,75.2,,
Anf2431,Anura,Hylidae,Hypsiboas,Hypsiboas pugnax,NA,NA,NA,NA,1,NA,Insectivore,75.7,,
Anf1413,Anura,Cycloramphidae,Thoropa,Thoropa miliaris,NA,NA,NA,NA,1,NA,Insectivore,78,,
Anf2119,Anura,Hylidae,Anotheca,Anotheca spinosa,NA,NA,NA,NA,1,NA,Insectivore,80,,
Anf5013,Anura,Ranidae,Rana,Rana graeca,NA,NA,NA,NA,1,NA,Insectivore,80,,
Anf2713,Anura,Hylidae,Smilisca,Smilisca phaeota,NA,NA,NA,NA,1,NA,Insectivore,81,,
Anf2033,Anura,Hemiphractidae,Gastrotheca,Gastrotheca cornuta,NA,NA,NA,NA,1,NA,Insectivore,81.1,,
Anf3366,Anura,Leptodactylidae,Leptodactylus,Leptodactylus chaquensis,NA,NA,NA,NA,1,NA,Insectivore,82,,
Anf1672,Anura,Dicroglossidae,Hoplobatrachus,Hoplobatrachus rugulosus,NA,NA,NA,NA,1,NA,Insectivore,82.4,,
Anf6181,Caudata,Plethodontidae,Bolitoglossa,Bolitoglossa rufescens,NA,NA,NA,NA,1,NA,Insectivore,83,,
Anf3010,Anura,Hylidae,Phyllomedusa,Phyllomedusa vaillantii,NA,NA,NA,NA,1,NA,Insectivore,84,,
Anf0253,Anura,Arthroleptina,Leptopelis,Leptopelis vermiculatus,NA,NA,NA,NA,1,NA,Insectivore,85,,
Anf2398,Anura,Hylidae,Hypsiboas,Hypsiboas geographicus,NA,NA,NA,NA,1,NA,Insectivore,85,,
Anf4618,Anura,Ptychadenidae,Ptychadena,Ptychadena oxyrhynchus,NA,NA,NA,NA,1,NA,Insectivore,85,,
Anf2177,Anura,Hylidae,Corythomantis,Corythomantis greeningi,NA,NA,NA,NA,1,NA,Insectivore,86.5,,
Anf0248,Anura,Arthroleptina,Leptopelis,Leptopelis rufus,NA,NA,NA,NA,1,NA,Insectivore,87,,
Anf4140,Anura,Microhylidae,Platypelis,Platypelis grandis,NA,NA,NA,NA,1,NA,Insectivore,88,,
Anf3425,Anura,Leptodactylidae,Leptodactylus,Leptodactylus rhodonotus,NA,NA,NA,NA,1,NA,Insectivore,90,,
Anf3497,Anura,Mantellidae,Boophis,Boophis albilabris,NA,NA,NA,NA,1,NA,Insectivore,93,,
Anf2767,Anura,Hylidae,Litoria,Litoria aurea,NA,NA,NA,NA,1,NA,Insectivore,93.9,,
Anf2407,Anura,Hylidae,Hypsiboas,Hypsiboas lanciformis,NA,NA,NA,NA,1,NA,Insectivore,94,,
Anf5010,Anura,Ranidae,Rana,Rana dalmatina,NA,NA,NA,NA,1,NA,Insectivore,95,,
Anf5172,Anura,Rhacophoridae,Polypedates,Polypedates otilophus,NA,NA,NA,NA,1,NA,Insectivore,100,,
Anf2499,Anura,Hylidae,Osteocephalus,Osteocephalus taurinus,NA,NA,NA,NA,1,NA,Insectivore,103.9,,
Anf2394,Anura,Hylidae,Hypsiboas,Hypsiboas faber,NA,NA,NA,NA,1,NA,Insectivore,104,,
Anf5619,Anura,Strabomantidae,Pristimantis,Pristimantis diadematus,NA,NA,NA,NA,1,NA,Insectivore,108,,
Anf5041,Anura,Ranidae,Rana,Rana temporaria,NA,NA,NA,NA,1,NA,Insectivore,110,,
Anf3006,Anura,Hylidae,Phyllomedusa,Phyllomedusa tarsius,NA,NA,NA,NA,1,NA,Insectivore,112,,
Anf1641,Anura,Dicroglossidae,Fejervarya,Fejervarya cancrivora,NA,NA,NA,NA,1,NA,Insectivore,113,,
Anf2450,Anura,Hylidae,Hypsiboas,Hypsiboas wavrini,NA,NA,NA,NA,1,NA,Insectivore,113,,
Anf4984,Anura,Ranidae,Pelophylax,Pelophylax lessonae,NA,NA,NA,NA,1,NA,Insectivore,120,,
Anf2378,Anura,Hylidae,Hypsiboas,Hypsiboas boans,NA,NA,NA,NA,1,NA,Insectivore,132,,
Anf6354,Caudata,Plethodontidae,Aneides,Aneides aeneus,NA,NA,NA,NA,1,NA,Insectivore,140,,
Anf6503,Caudata,Salamandridae,Echinotriton,Echinotriton chinhaiensis,NA,NA,NA,NA,1,NA,Insectivore,140,,
Anf0551,Anura,Bufonidae,Bufo,Bufo torrenticola,NA,NA,NA,NA,1,NA,Insectivore,168,,
Anf6359,Caudata,Plethodontidae,Aneides,Aneides lugubris,NA,NA,NA,NA,1,NA,Insectivore,184,,
Anf6148,Caudata,Plethodontidae,Bolitoglossa,Bolitoglossa mexicana,NA,NA,NA,NA,1,NA,Insectivore,190,,
Anf5983,Caudata,Ambystomatidae,Ambystoma,Ambystoma gracile,NA,NA,NA,NA,1,NA,Insectivore,219,,
Anf6370,Caudata,Plethodontidae,Desmognathus,Desmognathus folkertsi,NA,NA,1,NA,NA,NA,Omnivore,117.5,,
,,,,,,,,,,,,,,
