Group/common name,Class,Subclass,Superorder,Order,Family,Genus,Species,"Lmax (Maximum length, cm)",Troph,MainFood,FeedingType,Fresh,Brack,Saltwater,DepthRangeShallow,DepthRangeDeep
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,panamensis,85.40,4.01,,hunting macrofauna (predator),FALSE,FALSE,TRUE,5,20
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Enchelycore,pardalis,92.00,4.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,8,60
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Echidna,peli,100.00,3.54,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,pictus,140.00,4.19,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,5,100
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,polygonius,70.00,4.00,,,FALSE,FALSE,TRUE,50,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Echidna,polyzona,70.00,3.55,zoobenthos,,FALSE,FALSE,TRUE,1,10
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,prasinus,91.50,3.64,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,prionodon,150.00,4.22,,,FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,pseudothyrsoideus,80.00,3.71,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Rhinomuraena,quaesita,130.00,4.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,1,57
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,reticularis,60.00,3.97,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Muraena,robusta,150.00,3.98,,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,45
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,rueppellii,80.00,4.01,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,1,30
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Strophidon,sathete,400.00,3.98,nekton,hunting macrofauna (predator),TRUE,TRUE,TRUE,,15
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,steindachneri,91.00,4.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,thyrsoideus,65.00,3.98,,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,3
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,undulatus,150.00,4.32,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,,30
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,unicolor,100.00,3.44,,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,20
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Gymnothorax,vicinus,122.00,4.25,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,,145
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Channomuraena,vittata,150.00,4.00,,hunting macrofauna (predator),FALSE,FALSE,TRUE,5,100
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Uropterygius,xanthopterus,62.00,3.50,zoobenthos,,FALSE,FALSE,TRUE,5,56
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Muraenidae,Gymnomuraena,zebra,150.00,3.36,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,3,50
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Nemichthyidae,Nemichthys,curvirostris,143.00,3.30,,variable,FALSE,FALSE,TRUE,0,2000
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Nemichthyidae,Avocettina,infans,74.50,3.50,zoobenthos,,FALSE,FALSE,TRUE,50,4571
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Nemichthyidae,Nemichthys,scolopaceus,130.00,3.50,zooplankton,selective plankton feeding,FALSE,FALSE,TRUE,91,2000
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Nettastomatidae,Nettenchelys,dionisi,62.00,3.47,,hunting macrofauna (predator),FALSE,FALSE,TRUE,350,400
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Nettastomatidae,Facciolella,equatorialis,90.00,3.48,,,FALSE,FALSE,TRUE,,734
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Nettastomatidae,Facciolella,gilbertii,61.00,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Nettastomatidae,Nettastoma,melanurum,77.30,3.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,37,1647
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Nettastomatidae,Facciolella,oxyrhyncha,79.18,3.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,30,731
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Scolecenchelys,australis,40.00,3.49,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Pisodonophis,boro,100.00,4.03,nekton,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Myrichthys,breviceps,102.00,3.51,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,9
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Scolecenchelys,breviceps,60.00,4.50,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,156
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Apterichtus,caecus,60.00,4.06,,,FALSE,FALSE,TRUE,10,40
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Pisodonophis,cancrivorus,108.00,3.82,,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Aplatophis,chauliodus,84.00,3.85,,,FALSE,FALSE,TRUE,33,91
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Brachysomophis,cirrocheilos,159.00,3.99,,hunting macrofauna (predator),FALSE,TRUE,TRUE,1,38
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Brachysomophis,crocodilinus,120.00,4.14,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,30
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Ophichthus,cruentifer,46.70,3.38,,,FALSE,FALSE,TRUE,36,1350
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Ophichthus,erabo,72.00,3.80,,,FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Callechelys,guineensis,108.00,3.90,,,FALSE,FALSE,TRUE,,35
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Dalophis,imberbis,150.00,4.02,,,FALSE,FALSE,TRUE,20,80
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Cirricaecula,johnsoni,22.80,3.55,,,FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Schultzidia,johnstonensis,35.00,3.85,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Apterichtus,klazingai,40.00,3.86,,hunting macrofauna (predator),FALSE,FALSE,TRUE,10,25
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Cirricaecula,macdowelli,22.80,3.55,,,FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Myrichthys,maculosus,100.00,3.55,,,FALSE,FALSE,TRUE,0,262
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Myrichthys,ocellatus,110.00,3.60,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Ophichthus,ophis,210.00,4.34,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,21,50
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Lamnostoma,orientalis,36.00,3.65,,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Myrichthys,pardalis,64.80,3.49,,,FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Myrophis,punctatus,35.30,3.85,,,FALSE,TRUE,TRUE,,20
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Mystriophis,rostellatus,140.00,3.88,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,40
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Ophichthus,rufus,60.00,4.00,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Ophichthus,rutidoderma,95.00,4.50,nekton,hunting macrofauna (predator),TRUE,TRUE,FALSE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Leiuranus,semicinctus,66.00,3.50,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,70
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Pisodonophis,semicinctus,80.00,3.55,,hunting macrofauna (predator),FALSE,TRUE,TRUE,10,30
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Ophisurus,serpens,250.00,4.09,,,FALSE,TRUE,TRUE,,300
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Ophichthus,triserialis,113.00,3.78,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,155
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Ophichthus,urolophus,60.00,3.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Ichthyapus,vulturis,60.00,4.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Ophichthus,zophochir,88.00,3.85,,hunting macrofauna (predator),FALSE,FALSE,TRUE,1,110
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Ophichthidae,Aplatophis,zorro,103.90,3.89,,,FALSE,FALSE,TRUE,5,10
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Serrivomeridae,Serrivomer,beanii,78.00,3.89,,hunting macrofauna (predator),FALSE,FALSE,TRUE,10,4550
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Serrivomeridae,Serrivomer,lanceolatoides,65.00,3.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,150,1000
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Serrivomeridae,Serrivomer,samoensis,63.93,4.04,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,2250
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Serrivomeridae,Serrivomer,sector,76.00,4.12,,hunting macrofauna (predator),FALSE,FALSE,TRUE,300,1800
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Synaphobranchidae,Histiobranchus,bathybius,137.00,3.84,,,FALSE,FALSE,TRUE,295,5440
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Synaphobranchidae,Ilyophis,brunneus,58.00,3.23,,hunting macrofauna (predator),FALSE,FALSE,TRUE,450,3120
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Synaphobranchidae,Synaphobranchus,kaupii,100.00,4.09,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,120,4800
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Synaphobranchidae,Dysomma,opisthoproctus,42.06,3.61,,,FALSE,FALSE,TRUE,,200
"Bonytongues, Herrings, and Eels",Actinopterygii,Neopterygii,Elopomorpha,Anguilliformes,Synaphobranchidae,Simenchelys,parasitica,61.00,3.68,,variable,FALSE,FALSE,TRUE,136,2620
,,,,,,,,,,,,,,,,
"Anglerfish, Barracudinas, Cods, and Dragonfish",Actinopterygii,Neopterygii,Stenopterygii,Ateleopodiformes,Ateleopodidae,Guentherus,altivela,200.00,4.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,200,800
"Anglerfish, Barracudinas, Cods, and Dragonfish",Actinopterygii,Neopterygii,Stenopterygii,Ateleopodiformes,Ateleopodidae,Ateleopus,japonicus,115.90,4.24,,,FALSE,FALSE,TRUE,140,600
"Anglerfish, Barracudinas, Cods, and Dragonfish",Actinopterygii,Neopterygii,Stenopterygii,Ateleopodiformes,Ateleopodidae,Ijimaia,loppei,200.00,4.31,,hunting macrofauna (predator),FALSE,FALSE,TRUE,200,700
,,,,,,,,,,,,,,,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Atherina,boyeri,20.00,3.02,zoobenthos,hunting macrofauna (predator),TRUE,TRUE,TRUE,1,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Atherina,breviceps,13.42,3.26,zoobenthos,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Atherinomorus,capricornensis,12.00,3.10,zooplankton,selective plankton feeding,FALSE,FALSE,TRUE,0,1
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Craterocephalus,dalhousiensis,8.00,2.71,,variable,TRUE,FALSE,FALSE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Atherion,elymus,5.00,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,0,3
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Atherinomorus,endrachtensis,10.98,3.40,zooplankton,selective plankton feeding,FALSE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Kestratherina,esox,15.00,4.10,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Hypoatherina,harringtonensis,10.00,3.03,zooplankton,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Craterocephalus,helenae,9.76,3.02,,variable,TRUE,FALSE,FALSE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Atherina,hepsetus,20.00,3.24,zoobenthos,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Craterocephalus,honoriae,7.00,3.20,zoobenthos,,FALSE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Atherinomorus,insularum,9.00,3.15,zoobenthos,,FALSE,FALSE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Atherinomorus,lacunosus,25.00,3.28,zoobenthos,selective plankton feeding,FALSE,TRUE,TRUE,1,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Craterocephalus,marjoriae,10.37,2.93,,variable,TRUE,FALSE,FALSE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Craterocephalus,mugiloides,7.00,3.00,,,FALSE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Atherina,presbyter,20.00,3.67,zooplankton,selective plankton feeding,FALSE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Craterocephalus,stercusmuscarum stercusmuscarum,8.54,3.20,,,TRUE,FALSE,FALSE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Atherinomorus,stipes,10.00,3.38,zooplankton,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Craterocephalus,stramineus,7.93,2.99,,variable,TRUE,FALSE,FALSE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Hypoatherina,temminckii,12.00,3.41,zooplankton,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Hypoatherina,tsurugae,18.30,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Atherinomorus,vaigiensis,17.00,3.24,zoobenthos,variable,FALSE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Hypoatherina,valenciennei,12.00,3.40,,selective plankton feeding,FALSE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Leptatherina,wallacei,8.54,3.28,,variable,TRUE,TRUE,FALSE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinidae,Hypoatherina,woodwardi,12.20,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Atherinops,affinis,37.00,2.76,,selective plankton feeding,FALSE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Membras,analis,12.00,3.40,,selective plankton feeding,TRUE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Atherinella,argentea,13.54,3.01,,,TRUE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Menidia,beryllina,15.00,3.14,,,TRUE,TRUE,TRUE,0,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Atherinella,blackburni,13.00,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Odontesthes,bonariensis,50.00,2.57,zooplankton,,TRUE,TRUE,TRUE,1,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Atherinella,brasiliensis,16.00,2.48,,,FALSE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Atherinella,chagresi,9.00,3.01,,,TRUE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Menidia,extensa,8.00,3.11,,selective plankton feeding,TRUE,FALSE,FALSE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Odontesthes,hatcheri,29.44,3.35,,variable,TRUE,FALSE,FALSE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Atherinella,hubbsi,7.00,2.77,,variable,TRUE,FALSE,FALSE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Colpichthys,hubbsi,18.30,2.93,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Membras,martinica,12.50,3.05,,,FALSE,FALSE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Odontesthes,mauleanum,29.44,3.35,,,TRUE,FALSE,FALSE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Menidia,menidia,15.00,3.18,zooplankton,hunting macrofauna (predator),FALSE,TRUE,TRUE,0,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Atherinella,milleri,5.50,2.80,,variable,TRUE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Atherinella,nesiotes,12.20,3.98,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Odontesthes,regia,13.50,4.00,,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
"Silversides, Flying Fish, and Killifish",Actinopterygii,Neopterygii,Acanthoperygii,Atheriniformes,Atherinopsidae,Atherinella,sardina,5.50,3.20,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
