Group/common name,Class,Subclass,Superorder,Order,Family,Genus,Species,"Lmax (Maximum length, cm)",Troph,MainFood,FeedingType,Fresh,Brack,Saltwater,DepthRangeShallow,DepthRangeDeep
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Decapterus,macarellus,46.00,3.40,zooplankton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,200
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Decapterus,macrosoma,35.00,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,20,170
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Carangoides,malabaricus,60.00,4.36,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,20,140
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Decapterus,maruadsi,27.75,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,200,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Atule,mate,30.00,4.45,nekton,hunting macrofauna (predator),FALSE,TRUE,TRUE,,50
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Trachurus,mediterraneus,66.60,3.59,nekton,hunting macrofauna (predator),FALSE,TRUE,TRUE,0,500
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Caranx,melampygus,129.87,4.49,nekton,hunting macrofauna (predator),FALSE,TRUE,TRUE,0,190
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Alepes,melanoptera,25.00,3.35,,variable,FALSE,TRUE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Ulua,mentalis,100.00,3.68,,variable,FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Decapterus,muroadsi,55.50,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Trachurus,murphyi,70.00,3.49,zooplankton,hunting macrofauna (predator),FALSE,FALSE,TRUE,10,300
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Parastromateus,niger,75.00,2.93,zooplankton,selective plankton feeding,FALSE,TRUE,TRUE,15,105
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Seriolina,nigrofasciata,70.00,4.17,,hunting macrofauna (predator),FALSE,TRUE,TRUE,20,150
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Trachurus,novaezelandiae,61.00,3.55,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,500
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Chloroscombrus,orqueta,30.00,2.54,,,FALSE,TRUE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Selene,orstedii,33.00,3.34,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Carangoides,orthogrammus,75.00,4.01,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,3,168
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Carangoides,otrynter,60.00,4.43,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,100
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Trachinotus,ovatus,70.00,3.73,zoobenthos,hunting macrofauna (predator),FALSE,TRUE,TRUE,50,200
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Trachinotus,paitensis,51.00,3.74,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Oligoplites,palometa,49.70,4.46,nekton,hunting macrofauna (predator),TRUE,TRUE,TRUE,18,45
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Caranx,papuensis,88.00,4.05,nekton,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Selene,peruviana,40.00,4.25,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,50
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Trachurus,picturatus,60.00,3.32,,variable,FALSE,FALSE,TRUE,305,370
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Carangoides,plagiotaenia,50.00,4.03,,hunting macrofauna (predator),FALSE,FALSE,TRUE,2,200
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Carangoides,praeustus,25.00,3.96,,,FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Decapterus,punctatus,36.60,4.31,zooplankton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,100
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Seriola,quinqueradiata,150.00,3.96,,filtering plankton,FALSE,FALSE,TRUE,100,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Trachinotus,rhodopus,61.00,4.00,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Caranx,rhonchus,60.00,3.60,zoobenthos,hunting macrofauna (predator),FALSE,TRUE,TRUE,30,200
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Seriola,rivoliana,177.60,4.50,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,5,160
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Carangoides,ruber,69.00,4.40,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,35
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Decapterus,russelli,45.00,3.69,nekton,variable,FALSE,FALSE,TRUE,40,275
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Oligoplites,saliens,50.00,3.83,,,FALSE,TRUE,TRUE,,40
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Oligoplites,saurus,35.00,4.48,nekton,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Caranx,senegallus,100.00,3.86,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,,200
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Selene,setapinnis,60.00,3.72,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,55
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Caranx,sexfasciatus,120.00,4.50,nekton,hunting macrofauna (predator),TRUE,TRUE,TRUE,0,146
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Parona,signata,60.00,3.40,,,FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Gnathanodon,speciosus,120.00,3.84,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,10,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Trachurus,symmetricus,81.00,3.56,zooplankton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,400
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Decapterus,tabl,50.00,3.22,,selective plankton feeding,FALSE,FALSE,TRUE,,400
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Scomberoides,tala,70.00,4.50,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,10,13
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Carangoides,talamparoides,30.00,4.40,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Trachinotus,teraia,68.00,3.72,nekton,variable,TRUE,TRUE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Caranx,tille,80.00,4.06,,hunting macrofauna (predator),FALSE,FALSE,TRUE,30,120
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Scomberoides,tol,60.00,4.43,nekton,hunting macrofauna (predator),FALSE,TRUE,TRUE,20,50
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Trachurus,trachurus,70.00,3.64,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,0,1050
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Trachurus,trecae,38.85,3.30,,variable,FALSE,TRUE,TRUE,20,100
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Uraspis,uraspis,31.08,3.68,,,FALSE,FALSE,TRUE,20,50
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Alepes,vari,56.00,3.65,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Caranx,vinctus,37.00,3.82,,,FALSE,FALSE,TRUE,,50
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Selene,vomer,48.30,3.67,nekton,hunting macrofauna (predator),FALSE,TRUE,TRUE,1,53
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Pseudocaranx,wrighti,85.40,3.35,zoobenthos,hunting macrofauna (predator),FALSE,TRUE,TRUE,,30
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Carangidae,Seriola,zonata,75.00,4.47,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Caristiidae,Caristius,macropus,32.00,4.20,nekton,hunting macrofauna (predator),FALSE,FALSE,TRUE,200,610
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centracanthidae,Spicara,axillaris,38.00,3.03,zooplankton,hunting macrofauna (predator),FALSE,FALSE,TRUE,20,160
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centracanthidae,Spicara,maena,30.50,4.15,zooplankton,selective plankton feeding,FALSE,FALSE,TRUE,30,130
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centracanthidae,Spicara,melanurus,30.00,3.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centracanthidae,Spicara,smaris,20.00,3.00,zooplankton,hunting macrofauna (predator),FALSE,FALSE,TRUE,15,328
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Pomoxis,annularis,53.00,4.38,nekton,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Lepomis,auritus,30.50,3.12,zoobenthos,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Lepomis,cyanellus,31.00,3.15,,,TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Micropterus,dolomieu,69.00,3.17,nekton,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Lepomis,gibbosus,40.00,3.12,zoobenthos,variable,TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Enneacanthus,gloriosus,9.50,3.13,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Lepomis,gulosus,31.00,3.35,zoobenthos,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Lepomis,macrochirus,41.00,3.18,zoobenthos,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Centrarchus,macropterus,29.20,3.18,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Lepomis,megalotis,24.00,3.64,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Pomoxis,nigromaculatus,49.00,4.21,nekton,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Micropterus,notius,40.00,4.09,,,TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Enneacanthus,obesus,9.50,3.30,,,TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Micropterus,punctulatus,63.50,3.56,,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Ambloplites,rupestris,43.00,3.37,zoobenthos,hunting macrofauna (predator),TRUE,FALSE,FALSE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,97.00,3.84,nekton,hunting macrofauna (predator),TRUE,FALSE,FALSE,,7
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrogeniidae,Centrogenys,vaigiensis,25.00,3.89,,,FALSE,TRUE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrolophidae,Hyperoglyphe,antarctica,140.00,3.95,zooplankton,hunting macrofauna (predator),FALSE,FALSE,TRUE,40,1500
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrolophidae,Seriolella,brama,76.00,3.35,zooplankton,hunting macrofauna (predator),FALSE,TRUE,TRUE,50,400
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrolophidae,Hyperoglyphe,japonica,90.00,3.92,,filtering plankton,FALSE,FALSE,TRUE,150,400
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrolophidae,Icichthys,lockingtoni,46.00,3.60,,selective plankton feeding,FALSE,FALSE,TRUE,0,900
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrolophidae,Schedophilus,maculatus,30.00,3.76,,,FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrolophidae,Schedophilus,medusophagus,51.00,4.00,zooplankton,selective plankton feeding,FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrolophidae,Centrolophus,niger,183.00,3.95,nekton,,FALSE,FALSE,TRUE,40,1050
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrolophidae,Schedophilus,ovalis,100.00,3.49,,,FALSE,FALSE,TRUE,70,700
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrolophidae,Schedophilus,pemarco,50.00,3.87,,,FALSE,FALSE,TRUE,50,500
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrolophidae,Hyperoglyphe,perciformis,91.00,3.97,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrolophidae,Seriolella,porosa,71.58,3.40,,,FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrolophidae,Seriolella,punctata,66.00,3.40,zooplankton,filtering plankton,FALSE,TRUE,TRUE,100,650
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrolophidae,Seriolella,tinro,71.58,,,,FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centrolophidae,Schedophilus,velaini,100.00,4.15,,variable,FALSE,FALSE,TRUE,40,500
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centropomidae,Centropomus,ensiferus,36.20,3.96,zoobenthos,hunting macrofauna (predator),TRUE,TRUE,TRUE,,22
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centropomidae,Centropomus,medius,65.00,4.10,,,FALSE,TRUE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centropomidae,Centropomus,mexicanus,47.50,4.02,,hunting macrofauna (predator),FALSE,TRUE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centropomidae,Centropomus,nigrescens,123.00,4.24,nekton,variable,TRUE,TRUE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centropomidae,Centropomus,parallelus,72.00,4.21,nekton,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centropomidae,Centropomus,pectinatus,56.00,4.07,,,TRUE,TRUE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centropomidae,Centropomus,poeyi,90.00,3.98,,hunting macrofauna (predator),TRUE,TRUE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centropomidae,Centropomus,robalito,34.50,3.89,zoobenthos,variable,FALSE,TRUE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Centropomidae,Centropomus,undecimalis,140.00,4.41,nekton,hunting macrofauna (predator),TRUE,TRUE,TRUE,,22
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Cepolidae,Acanthocepola,abbreviata,30.00,3.46,,,FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Cepolidae,Cepola,macrophthalma,80.00,3.13,zooplankton,selective plankton feeding,FALSE,FALSE,TRUE,15,400
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Cepolidae,Cepola,schlegelii,50.00,3.54,,,FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Coralliozetus,angelicus,3.50,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,1,2
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Acanthemblemaria,aspera,4.00,3.12,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Acanthemblemaria,balanorum,4.50,3.40,zooplankton,selective plankton feeding,FALSE,FALSE,TRUE,1,5
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Acanthemblemaria,crockeri,6.00,3.40,zooplankton,selective plankton feeding,FALSE,FALSE,TRUE,1,60
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Chaenopsis,deltarrhis,7.50,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,5,30
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Acanthemblemaria,exilispinus,5.50,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,1,5
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Acanthemblemaria,hancocki,4.50,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,1,5
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Emblemaria,hypacanthus,5.00,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,1,10
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Chaenopsis,limbaughi,8.50,3.68,,hunting macrofauna (predator),FALSE,FALSE,TRUE,5,20
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Cirriemblemaria,lucasana,4.00,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,10,30
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Acanthemblemaria,macrospilus,6.00,3.40,,hunting macrofauna (predator),FALSE,FALSE,TRUE,2,15
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Coralliozetus,micropes,4.00,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,1,3
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Ekemblemaria,myersi,7.00,3.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,1,4
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Emblemaria,nivipes,5.12,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,5,30
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Emblemaria,pandionis,5.00,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,1,12
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Emblemaria,piratica,4.00,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,5,30
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Emblemariopsis,randalli,3.80,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Coralliozetus,rosenblatti,3.50,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,1,4
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Mccoskerichthys,sandae,8.00,3.26,,variable,FALSE,FALSE,TRUE,1,30
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Hemiemblemaria,simulus,10.00,3.68,,hunting macrofauna (predator),FALSE,FALSE,TRUE,,20
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Stathmonotus,sinuscalifornici,6.50,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Coralliozetus,springeri,2.50,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,5,15
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Acanthemblemaria,stephensi,5.00,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,9,10
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Neoclinus,toshimaensis,7.00,2.00,,grazing on aquatic plants,FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Neoclinus,uninotatus,25.00,3.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,3,27
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaenopsidae,Emblemaria,walkeri,6.50,3.40,,selective plankton feeding,FALSE,FALSE,TRUE,5,20
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaetodontidae,Prognathodes,aculeatus,10.00,3.18,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,1,90
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaetodontidae,Heniochus,acuminatus,25.00,3.45,,variable,FALSE,TRUE,TRUE,2,75
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaetodontidae,Chaetodon,adiergastos,20.00,3.50,,hunting macrofauna (predator),FALSE,FALSE,TRUE,3,25
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaetodontidae,Coradion,altivelis,18.00,2.68,,hunting macrofauna (predator),FALSE,FALSE,TRUE,3,30
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaetodontidae,Chaetodon,andamanensis,15.00,3.26,,,FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaetodontidae,Chaetodon,argentatus,20.00,2.57,plants,variable,FALSE,FALSE,TRUE,5,20
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaetodontidae,Chaetodon,assarius,13.00,2.65,zoobenthos,variable,FALSE,FALSE,TRUE,1,40
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaetodontidae,Chaetodon,aureofasciatus,12.50,3.34,zoobenthos,hunting macrofauna (predator),FALSE,TRUE,TRUE,5,15
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaetodontidae,Chaetodon,auriga,23.00,3.22,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,1,35
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaetodontidae,Chaetodon,auripes,20.00,3.30,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,,
Snooks to Snakeheads,Actinopterygii,Neopterygii,Acanthopterygii,Perciformes,Chaetodontidae,Chaetodon,austriacus,15.86,3.34,zoobenthos,hunting macrofauna (predator),FALSE,FALSE,TRUE,1,15
